Date_ymd, Time_Absolute_hms, Time_Relative_hms, Time_Relative_s, Time_Lag_s, Duration_s, Observation_Name, Log_File_Name, Actor, Behavior, Receiver, Modifier_1, Modifier_2, Modifier_3, Modifier_4, Modifier_5, Modifier_6, Other_Modifiers, Event_Type, Observer_ID, Notes, Coding_Scheme,,
6/12/2021, 05:49:13, 00:04:09,249.518,1.641,11.058," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""AN"""," ""Male"""," ""Feeding""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 05:49:16, 00:04:11,251.867,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Brooding""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 05:49:16, 00:04:11,251.867,2.099,11.083," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Perching""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 05:49:24, 00:04:20,260.575,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""AN"""," ""Male"""," ""Feeding""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 05:49:24, 00:04:20,260.575,1.75,291.775," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""GFN"""," ""Male"""," ""In barn""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 05:49:27, 00:04:22,262.95,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Perching""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 05:49:27, 00:04:22,262.95,3.957,40.048," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Brooding""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 05:50:07, 00:05:02,302.998,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Brooding""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 05:50:07, 00:05:02,302.998,1.54,11.826," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Preening""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 05:50:18, 00:05:14,314.824,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Preening""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 05:50:18, 00:05:14,314.824,1.831,239.76," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Brooding""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 05:54:16, 00:09:12,552.35,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""GFN"""," ""Male"""," ""In barn""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 05:54:16, 00:09:12,552.35,1.715,192.947," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""GFN"""," ""Male"""," ""Outside barn""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 05:54:18, 00:09:14,554.584,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Brooding""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 05:54:18, 00:09:14,554.584,1.541,139.416," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""GFN"""," ""Female"""," ""Outside barn""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 05:56:38, 00:11:34,694,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""GFN"""," ""Female"""," ""Outside barn""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 05:56:38, 00:11:34,694,3.908,16.534," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Feeding""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 05:56:54, 00:11:50,710.534,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Feeding""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 05:56:54, 00:11:50,710.534,2.374,22.557," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Sanitizing""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 05:57:17, 00:12:13,733.091,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Sanitizing""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 05:57:17, 00:12:13,733.091,2.107,15.422," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Brooding""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 05:57:29, 00:12:25,745.297,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""GFN"""," ""Male"""," ""Outside barn""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 05:57:29, 00:12:25,745.297,2.358,13.401," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""AN"""," ""Male"""," ""Perching""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 05:57:32, 00:12:28,748.514,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Brooding""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 05:57:32, 00:12:28,748.514,7.181,12.208," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Sanitizing""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 05:57:42, 00:12:38,758.698,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""AN"""," ""Male"""," ""Perching""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 05:57:42, 00:12:38,758.698,0.89,20.916," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""GFN"""," ""Male""",,,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 05:57:44, 00:12:40,760.721,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Sanitizing""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 05:57:44, 00:12:40,760.721,1.425,36.916," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Brooding""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 05:58:03, 00:12:59,779.613,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""GFN"""," ""Male""",,,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 05:58:03, 00:12:59,779.613,1.615,15.423," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""GFN"""," ""Male"""," ""Outside barn""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 05:58:19, 00:13:15,795.036,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""GFN"""," ""Male"""," ""Outside barn""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 05:58:19, 00:13:15,795.036,1.975,7.742," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""AN"""," ""Male"""," ""Perching""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 05:58:21, 00:13:17,797.637,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Brooding""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 05:58:21, 00:13:17,797.637,2.174,2.749," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Perching""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 05:58:24, 00:13:20,800.386,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Perching""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 05:58:24, 00:13:20,800.386,1.45,254.152," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Brooding""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 05:58:26, 00:13:22,802.778,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""AN"""," ""Male"""," ""Perching""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 05:58:26, 00:13:22,802.778,2.083,248.312," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""GFN"""," ""Male"""," ""In barn""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 06:02:35, 00:17:31,1051.09,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""GFN"""," ""Male"""," ""In barn""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 06:02:35, 00:17:31,1051.09,2.956,11.875," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""AN"""," ""Male"""," ""Perching""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 06:02:38, 00:17:34,1054.538,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Brooding""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 06:02:38, 00:17:34,1054.538,1.25,9.825," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Perching""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 06:02:47, 00:17:42,1062.965,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""AN"""," ""Male"""," ""Perching""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 06:02:47, 00:17:42,1062.965,0.855,33.071," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""GFN"""," ""Male""",,,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 06:02:48, 00:17:44,1064.364,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Perching""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 06:02:48, 00:17:44,1064.364,1.316,184.885," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Brooding""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 06:03:20, 00:18:16,1096.036,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""GFN"""," ""Male""",,,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 06:03:20, 00:18:16,1096.036,1.815,340.151," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""GFN"""," ""Male"""," ""Outside barn""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 06:05:53, 00:20:49,1249.248,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Brooding""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 06:05:53, 00:20:49,1249.248,1.641,26.947," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Perching""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 06:06:20, 00:21:16,1276.195,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Perching""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 06:06:20, 00:21:16,1276.195,1.367,105.627," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Brooding""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 06:08:05, 00:23:01,1381.823,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Brooding""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 06:08:05, 00:23:01,1381.823,1.358,11.176," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Sanitizing""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 06:08:17, 00:23:12,1392.999,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Sanitizing""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 06:08:17, 00:23:12,1392.999,1.865,38.239," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Brooding""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 06:08:55, 00:23:51,1431.238,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Brooding""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 06:08:55, 00:23:51,1431.238,1.415,33.88," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""GFN"""," ""Female""",,,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 06:09:00, 00:23:56,1436.186,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""GFN"""," ""Male"""," ""Outside barn""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 06:09:00, 00:23:56,1436.186,1.033,9.692," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""AN"""," ""Male""",,,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 06:09:10, 00:24:05,1445.878,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""AN"""," ""Male""",,,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 06:09:10, 00:24:05,1445.878,2.216,31.464," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""AN"""," ""Male"""," ""Perching""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 06:09:29, 00:24:25,1465.119,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""GFN"""," ""Female""",,,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 06:09:29, 00:24:25,1465.119,1.841,8.19," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Feeding""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 06:09:37, 00:24:33,1473.309,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Feeding""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 06:09:37, 00:24:33,1473.309,1.357,63.347," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Brooding""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 06:09:41, 00:24:37,1477.343,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""AN"""," ""Male"""," ""Perching""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 06:09:41, 00:24:37,1477.343,1.217,333.313," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""GFN"""," ""Male""",,,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 06:10:40, 00:25:36,1536.656,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Brooding""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 06:10:40, 00:25:36,1536.656,1.875,9.307," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Sanitizing""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 06:10:50, 00:25:45,1545.963,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Sanitizing""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 06:10:50, 00:25:45,1545.963,1.425,62.672," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Brooding""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 06:11:52, 00:26:48,1608.635,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Brooding""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 06:11:52, 00:26:48,1608.635,1.398,10.933," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Sanitizing""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 06:12:03, 00:26:59,1619.568,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Sanitizing""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 06:12:03, 00:26:59,1619.568,1.457,123.293," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Brooding""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 06:14:06, 00:29:02,1742.86,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Brooding""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 06:14:06, 00:29:02,1742.86,1.549,14.924," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Sanitizing""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 06:14:21, 00:29:17,1757.785,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Sanitizing""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 06:14:21, 00:29:17,1757.785,3.223,24.181," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Brooding""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 06:14:46, 00:29:41,1781.966,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Brooding""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 06:14:46, 00:29:41,1781.966,1.698,16.282," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Preening""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 06:15:02, 00:29:58,1798.248,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Preening""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 06:15:02, 00:29:58,1798.248,1.34,15.024," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Brooding""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 06:15:14, 00:30:10,1810.655,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""GFN"""," ""Male""",,,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 06:15:14, 00:30:10,1810.655,2.116,10.533," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""AN"""," ""Male"""," ""Feeding""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 06:15:17, 00:30:13,1813.272,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Brooding""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 06:15:17, 00:30:13,1813.272,0.915,5.632," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""GFN"""," ""Female""",,,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 06:15:23, 00:30:18,1818.904,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""GFN"""," ""Female""",,,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 06:15:23, 00:30:18,1818.904,1.733,8.7," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Perching""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 06:15:25, 00:30:21,1821.188,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""AN"""," ""Male"""," ""Feeding""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 06:15:25, 00:30:21,1821.188,2.073,69.454," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""AN"""," ""Male"""," ""Perching""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 06:15:31, 00:30:27,1827.604,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Perching""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 06:15:31, 00:30:27,1827.604,0.925,127.851," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""GFN"""," ""Female""",,,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 06:16:34, 00:31:30,1890.642,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""AN"""," ""Male"""," ""Perching""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 06:16:34, 00:31:30,1890.642,1.274,171.214," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""GFN"""," ""Male"""," ""Outside barn""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 06:17:39, 00:32:35,1955.455,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""GFN"""," ""Female""",,,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 06:17:39, 00:32:35,1955.455,1.382,10.657," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Feeding""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 06:17:50, 00:32:46,1966.112,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Feeding""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 06:17:50, 00:32:46,1966.112,1.35,34.024," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Brooding""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 06:18:24, 00:33:20,2000.136,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Brooding""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 06:18:24, 00:33:20,2000.136,1.399,9.949," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Sanitizing""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 06:18:34, 00:33:30,2010.085,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Sanitizing""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 06:18:34, 00:33:30,2010.085,1.758,59.871," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Brooding""",,,,,,, State start,7916," """"", Provisioning ,,
6/12/2021, 06:19:25, 00:34:21,2061.856,0,0," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""GFN"""," ""Male"""," ""Outside barn""",,,,,,, State stop,7916," """"", Provisioning ,,
6/12/2021, 06:19:25, 00:34:21,2061.856,2.849,60.696," ""AdLib"""," ""LogAdLibitum 20210612_054504.csv"""," ""Male"""," ""AN"""," ""Male"""," ""Perching""",,,,,,, State start,7916," """"", Provisioning ,,
