Date_ymd, Time_Absolute_hms, Time_Relative_hms, Time_Relative_s, Time_Lag_s, Duration_s, Observation_Name, Log_File_Name, Actor, Behavior, Receiver, Modifier_1, Modifier_2, Modifier_3, Modifier_4, Modifier_5, Modifier_6, Other_Modifiers, Event_Type, Observer_ID, Notes, Coding_Scheme,
2/5/2022, 18:48:40, 00:00:00,0,1.956,118.156," ""AdLib"""," ""Ad Libitum_Provisioning  - 20220205_184840.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Brooding""",,,,,,, State start,7916," """"", Provisioning ,
2/5/2022, 18:48:42, 00:00:02,2.442,1.766,118.597," ""AdLib"""," ""Ad Libitum_Provisioning  - 20220205_184840.csv"""," ""Male"""," ""GFN"""," ""Male""",,,,,,,, State start,7916," """"", Provisioning ,
2/5/2022, 18:48:45, 00:00:04,4.742,1.265,3596.575," ""AdLib"""," ""Ad Libitum_Provisioning  - 20220205_184840.csv"""," ""Unknown"""," ""GFN"""," ""Unknown""",,,,,,,, State start,7916," """"", Provisioning ,
2/5/2022, 18:50:38, 00:01:58,118.156,0,0," ""AdLib"""," ""Ad Libitum_Provisioning  - 20220205_184840.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Brooding""",,,,,,, State stop,7916," """"", Provisioning ,
2/5/2022, 18:50:38, 00:01:58,118.156,1.173,1.733," ""AdLib"""," ""Ad Libitum_Provisioning  - 20220205_184840.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Perching""",,,,,,, State start,7916," """"", Provisioning ,
2/5/2022, 18:50:40, 00:01:59,119.889,0,0," ""AdLib"""," ""Ad Libitum_Provisioning  - 20220205_184840.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Perching""",,,,,,, State stop,7916," """"", Provisioning ,
2/5/2022, 18:50:40, 00:01:59,119.889,0.731,281.539," ""AdLib"""," ""Ad Libitum_Provisioning  - 20220205_184840.csv"""," ""Female"""," ""GFN"""," ""Female""",,,,,,,, State start,7916," """"", Provisioning ,
2/5/2022, 18:50:41, 00:02:01,121.039,0,0," ""AdLib"""," ""Ad Libitum_Provisioning  - 20220205_184840.csv"""," ""Male"""," ""GFN"""," ""Male""",,,,,,,, State stop,7916," """"", Provisioning ,
2/5/2022, 18:50:41, 00:02:01,121.039,1.807,18.399," ""AdLib"""," ""Ad Libitum_Provisioning  - 20220205_184840.csv"""," ""Male"""," ""AN"""," ""Male"""," ""Feeding""",,,,,,, State start,7916," """"", Provisioning ,
2/5/2022, 18:50:59, 00:02:19,139.438,0,0," ""AdLib"""," ""Ad Libitum_Provisioning  - 20220205_184840.csv"""," ""Male"""," ""AN"""," ""Male"""," ""Feeding""",,,,,,, State stop,7916," """"", Provisioning ,
2/5/2022, 18:50:59, 00:02:19,139.438,2.799,10.191," ""AdLib"""," ""Ad Libitum_Provisioning  - 20220205_184840.csv"""," ""Male"""," ""AN"""," ""Male"""," ""Perching""",,,,,,, State start,7916," """"", Provisioning ,
2/5/2022, 18:51:10, 00:02:29,149.629,0,0," ""AdLib"""," ""Ad Libitum_Provisioning  - 20220205_184840.csv"""," ""Male"""," ""AN"""," ""Male"""," ""Perching""",,,,,,, State stop,7916," """"", Provisioning ,
2/5/2022, 18:51:10, 00:02:29,149.629,2.732,249.332," ""AdLib"""," ""Ad Libitum_Provisioning  - 20220205_184840.csv"""," ""Male"""," ""AN"""," ""Male"""," ""Brooding""",,,,,,, State start,7916," """"", Provisioning ,
2/5/2022, 18:55:19, 00:06:38,398.961,0,0," ""AdLib"""," ""Ad Libitum_Provisioning  - 20220205_184840.csv"""," ""Male"""," ""AN"""," ""Male"""," ""Brooding""",,,,,,, State stop,7916," """"", Provisioning ,
2/5/2022, 18:55:19, 00:06:38,398.961,0.697,668.99," ""AdLib"""," ""Ad Libitum_Provisioning  - 20220205_184840.csv"""," ""Male"""," ""GFN"""," ""Male""",,,,,,,, State start,7916," """"", Provisioning ,
2/5/2022, 18:55:21, 00:06:41,401.428,0,0," ""AdLib"""," ""Ad Libitum_Provisioning  - 20220205_184840.csv"""," ""Female"""," ""GFN"""," ""Female""",,,,,,,, State stop,7916," """"", Provisioning ,
2/5/2022, 18:55:21, 00:06:41,401.428,1.041,6.683," ""AdLib"""," ""Ad Libitum_Provisioning  - 20220205_184840.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Feeding""",,,,,,, State start,7916," """"", Provisioning ,
