Date_ymd, Time_Absolute_hms, Time_Relative_hms, Time_Relative_s, Time_Lag_s, Duration_s, Observation_Name, Log_File_Name, Actor, Behavior, Receiver, Modifier_1, Modifier_2, Modifier_3, Modifier_4, Modifier_5, Modifier_6, Other_Modifiers, Event_Type, Observer_ID, Notes, Coding_Scheme,
6/19/2021, 06:22:06, 00:00:00,0,3.641,18.441," ""AdLib"""," ""LogAdLibitum 20210619_062206.csv"""," ""Female"""," ""GFN"""," ""Female"""," ""Unknown""",,,,,,, State start,3963," """"", barn_swallow_prov,
6/19/2021, 06:22:10, 00:00:04,4.375,2.709,20.791," ""AdLib"""," ""LogAdLibitum 20210619_062206.csv"""," ""Male"""," ""GFN"""," ""Male"""," ""Unknown""",,,,,,, State start,3963," """"", barn_swallow_prov,
6/19/2021, 06:22:24, 00:00:18,18.441,0,0," ""AdLib"""," ""LogAdLibitum 20210619_062206.csv"""," ""Female"""," ""GFN"""," ""Female"""," ""Unknown""",,,,,,, State stop,3963," """"", barn_swallow_prov,
6/19/2021, 06:22:24, 00:00:18,18.441,3.492,25.715," ""AdLib"""," ""LogAdLibitum 20210619_062206.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Brooding""",,,,,,, State start,3963," """"", barn_swallow_prov,
6/19/2021, 06:22:31, 00:00:25,25.166,0,0," ""AdLib"""," ""LogAdLibitum 20210619_062206.csv"""," ""Male"""," ""GFN"""," ""Male"""," ""Unknown""",,,,,,, State stop,3963," """"", barn_swallow_prov,
6/19/2021, 06:22:31, 00:00:25,25.166,6.274,13.156," ""AdLib"""," ""LogAdLibitum 20210619_062206.csv"""," ""Male"""," ""AN"""," ""Male"""," ""Perching""",,,,,,, State start,3963," """"", barn_swallow_prov,
6/19/2021, 06:22:44, 00:00:38,38.321,0,0," ""AdLib"""," ""LogAdLibitum 20210619_062206.csv"""," ""Male"""," ""AN"""," ""Male"""," ""Perching""",,,,,,, State stop,3963," """"", barn_swallow_prov,
6/19/2021, 06:22:44, 00:00:38,38.321,2.026,8.609," ""AdLib"""," ""LogAdLibitum 20210619_062206.csv"""," ""Male"""," ""AN"""," ""Male"""," ""Feeding""",,,,,,, State start,3963," """"", barn_swallow_prov,
6/19/2021, 06:22:50, 00:00:44,44.156,0,0," ""AdLib"""," ""LogAdLibitum 20210619_062206.csv"""," ""Female"""," ""AN"""," ""Female"""," ""Brooding""",,,,,,, State stop,3963," """"", barn_swallow_prov,
6/19/2021, 06:22:50, 00:00:44,44.156,2.032,618.807," ""AdLib"""," ""LogAdLibitum 20210619_062206.csv"""," ""Female"""," ""GFN"""," ""Female"""," ""Unknown""",,,,,,, State start,3963," """"", barn_swallow_prov,
6/19/2021, 06:22:53, 00:00:46,46.93,0,0," ""AdLib"""," ""LogAdLibitum 20210619_062206.csv"""," ""Male"""," ""AN"""," ""Male"""," ""Feeding""",,,,,,, State stop,3963," """"", barn_swallow_prov,
6/19/2021, 06:22:53, 00:00:46,46.93,2.158,," ""AdLib"""," ""LogAdLibitum 20210619_062206.csv"""," ""Male"""," ""AN"""," ""Male"""," ""Brooding""",,,,,,, State start,3963," """"", barn_swallow_prov,
6/19/2021,,,,,," ""AdLib"""," ""LogAdLibitum 20210619_062206.csv"""," ""Male"""," ""AN"""," ""Male"""," ""Brooding""",,,,,,, State stop,3963," """"", barn_swallow_prov,
