"","female_band","male_band","nest","site","num_pairs","nest_id","obs_date","observer","obs_method","nestling_age","nestling_number","obs_state","blind_camera_distance","obs_start_time","obs_end_time","obs_duration","total_visits","female_visits","male_visits","total_feeding_visits","female_feeding_visits","male_feeding_visits","total_sanitizing_visits","female_sanitizing_visits","male_sanitizing_visits","total_an_duration","female_an_duration","male_an_duration","total_brooding_duration","female_brooding_duration","male_brooding_duration","tert_tot_visit","tert_tot_feed","tert_tot_time","tert_tot_brood","trial_temp","min_temp","max_temp","trial_humidity","wind_speed","wind_gust","cloud_cover","obs_max_temp","obs_avg_temp","obs_min_temp","obs_med_temp","obs_sd_temp","obs_iqr_temp","obs_max_humid","obs_avg_humid","obs_min_humid","obs_sd_humid","hours_low","hours_med","hours_high","hours_very_high","hours_in_day","devel_max_temp","devel_avg_temp","devel_min_temp","devel_med_temp","devel_sd_temp","devel_iqr_temp","devel_max_humid","devel_avg_humid","devel_min_humid","devel_sd_humid","devel_hours_low","devel_hours_med","devel_hours_high","devel_hours_very_high","devel_hours_in_stage","thermo_bef_max_temp","thermo_bef_avg_temp","thermo_bef_min_temp","thermo_bef_med_temp","thermo_bef_sd_temp","thermo_bef_iqr_temp","thermo_bef_max_humid","thermo_bef_avg_humid","thermo_bef_min_humid","thermo_bef_sd_humid","thermo_aft_max_temp","thermo_aft_avg_temp","thermo_aft_min_temp","thermo_aft_med_temp","thermo_aft_sd_temp","thermo_aft_iqr_temp","thermo_aft_max_humid","thermo_aft_avg_humid","thermo_aft_min_humid","thermo_aft_sd_humid","thermo_bef_max_temp_5","thermo_bef_avg_temp_5","thermo_bef_min_temp_5","thermo_bef_med_temp_5","thermo_bef_sd_temp_5","thermo_bef_iqr_temp_5","thermo_bef_max_humid_5","thermo_bef_avg_humid_5","thermo_bef_min_humid_5","thermo_bef_sd_humid_5","thermo_aft_max_temp_5","thermo_aft_avg_temp_5","thermo_aft_min_temp_5","thermo_aft_med_temp_5","thermo_aft_sd_temp_5","thermo_aft_iqr_temp_5","thermo_aft_max_humid_5","thermo_aft_avg_humid_5","thermo_aft_min_humid_5","thermo_aft_sd_humid_5","thermo_bef_max_temp_7","thermo_bef_avg_temp_7","thermo_bef_min_temp_7","thermo_bef_med_temp_7","thermo_bef_sd_temp_7","thermo_bef_iqr_temp_7","thermo_bef_max_humid_7","thermo_bef_avg_humid_7","thermo_bef_min_humid_7","thermo_bef_sd_humid_7","thermo_aft_max_temp_7","thermo_aft_avg_temp_7","thermo_aft_min_temp_7","thermo_aft_med_temp_7","thermo_aft_sd_temp_7","thermo_aft_iqr_temp_7","thermo_aft_max_humid_7","thermo_aft_avg_humid_7","thermo_aft_min_humid_7","thermo_aft_sd_humid_7","nest_max_temp","nest_avg_temp","nest_min_temp","nest_med_temp","nest_sd_temp","nest_iqr_temp","nest_max_humid","nest_avg_humid","nest_min_humid","nest_sd_humid","nest_hours_low","nest_hours_med","nest_hours_high","nest_hours_very_high","nest_hours_in_stage","avg_nestl_mass","avg_wing_chord","avg_nestl_growth","avg_wing_growth","brood_nos_mites","brood_mite_bin","notes_obs"
"11","2850-57520","UNB",156,"grizz","17","grizz 156",2021-06-17,"ZML","person",9,4,"mid",5.64,"6:06","7:06",3605.086,15,5,10,12,4,8,26,23,3,2154.071,1514.585,639.486,970.084,970.084,0,2,2,2,2,18,18,39.1,37.8,0,0,"partly",19.7,18.65,17.9,18.5,0.793725393319377,0.900000000000002,43.3,41.4,39.2,1.92700112437262,2.25,5.25,4.5,12,24,39.7,27.0977130977131,10.7,26.7,7.70041496235856,14.1,64.3,36.2266112266112,15.7,11.124063572602,21.75,22.5,20.75,55.25,120.25,38.6,25.4187175043328,10.7,25,7.57213892738919,13.5,64.3,35.249740034662,14.8,11.7840996377567,40.1,26.2593388429752,15,25.2,6.92391715008351,11.5,65.5,35.9780165289256,15.7,10.734179612498,38,24.9968814968815,10.7,24.9,7.5116056486842,13.1,58.5,33.7363825363825,14.8,10.8448291543341,40.1,26.4336661911555,15,25.3,7.0222712522261,12,65.5,36.9166904422254,15.7,11.3640494996801,39.7,25.8291233283804,10.7,25.4,7.69750550800578,13.9,64.3,35.3005943536404,14.8,11.4019891593123,40.1,25.8752455795678,15,24.9,6.63642835326331,10.9,65.5,36.0481335952849,15.7,11.0663523789116,40.1,25.8489847715736,10.7,25.1,7.25670082359201,12.5,65.5,35.6225042301184,14.8,11.2600445848918,63.25,60.75,54.25,117.25,295.5,10.045,30.5,4.9425,19.375,0,"no",""
"12","2850-57520","UNB",156,"grizz","17","grizz 156",2021-06-21,"ZML","person",13,3,"late",5.26,"6:15","7:15",3616.141,6,1,4,5,0,4,0,0,0,2647.007,2538.158,103.066,0,0,0,1,1,3,1,15.1,15,39.1,65,0,0,"mostly",15.4,15.2,15,15.2,0.158113883008419,0.200000000000001,65.5,65.18,65,0.216794833886788,0.25,10.5,4.75,8.5,24,40.1,25.5177215189873,15,24.8,6.5157162497399,10.3,65.5,38.0681012658228,15.9,11.0635563622455,19,24,19.5,36.25,98.75,38.6,25.4187175043328,10.7,25,7.57213892738919,13.5,64.3,35.249740034662,14.8,11.7840996377567,40.1,26.2593388429752,15,25.2,6.92391715008351,11.5,65.5,35.9780165289256,15.7,10.734179612498,38,24.9968814968815,10.7,24.9,7.5116056486842,13.1,58.5,33.7363825363825,14.8,10.8448291543341,40.1,26.4336661911555,15,25.3,7.0222712522261,12,65.5,36.9166904422254,15.7,11.3640494996801,39.7,25.8291233283804,10.7,25.4,7.69750550800578,13.9,64.3,35.3005943536404,14.8,11.4019891593123,40.1,25.8752455795678,15,24.9,6.63642835326331,10.9,65.5,36.0481335952849,15.7,11.0663523789116,40.1,25.8489847715736,10.7,25.1,7.25670082359201,12.5,65.5,35.6225042301184,14.8,11.2600445848918,63.25,60.75,54.25,117.25,295.5,15.58,55.1666666666667,5.535,24.6666666666667,0,"no",""
"13","2640-97390","2850-57866",139,"grizz","17","grizz 139",2021-06-12,"APP","person",3,4,"early",6.5,"5:45","6:46",3642.022,17,7,10,7,4,3,16,16,0,3532.759,2767.347,765.412,2339.763,2322.257,17.506,2,1,3,1,11.2,12.3,31.4,47.8,0,0,"clear",12.1,11.4,10.9,11.3,0.529150262212918,0.600000000000001,50.2,49.125,48.1,0.892094912738177,4.5,8.25,6.5,4.75,24,36,24.2804560260586,11.8,23.6,7.00655219402309,12.05,57.5,30.5986970684039,13.7,10.8622689704182,22,14.25,15,25.5,76.75,39.3,25.8200892857143,10.9,25.5,7.53997778310132,13.625,64.1,34.5059523809524,13.7,11.6833403364152,39.7,25.8255402750491,15.2,24.9,6.49798090633568,10.5,65.4,35.496463654224,14.1,11.3826599746967,38.1,25.4203125,10.9,25.2,7.41995105383481,13.4,64.1,34.4201388888889,13.7,12.0831068844348,39.7,26.2052892561983,15.2,25.3,6.77916108066353,11.3,65.4,35.4209917355372,14.1,11.0273984044798,39.3,26.11484375,10.9,25.8,7.4963468531304,13.625,64.1,33.625390625,13.7,11.5581853735841,39.7,25.2786924939467,15.2,24.2,6.29134335407787,9.7,65.4,37.3641646489104,14.1,11.1777268166814,39.7,25.8224386113463,10.9,25.3,7.10674514742916,12.2,65.4,34.9328535139712,13.7,11.5602674769528,61.75,60.75,56.75,116,295.25,3.6125,8.625,3.6125,8.625,0,"no","start habituation 5:25"
"14","2640-97390","2850-57866",139,"grizz","17","grizz 139",2021-06-17,"APP","person",8,4,"mid",5.94,"6:06","7:06",3635.203,15,7,8,10,5,5,6,3,3,2833.955,1948.297,885.658,1673.068,1673.068,0,2,2,3,2,18.3,11.2,38.9,37.1,0,0,"partly",20.1,18.95,18.1,18.8,0.869865890046659,0.950000000000003,43.5,40.925,38.6,2.16544837543329,2.5,5.25,4,12.25,24,39.3,27.0412008281574,10.9,26.6,7.52292624594366,13.7,64.1,35.4813664596273,14.4,11.3482548695976,22.25,22.5,21,55,120.75,39.3,25.8200892857143,10.9,25.5,7.53997778310132,13.625,64.1,34.5059523809524,13.7,11.6833403364152,39.7,25.8255402750491,15.2,24.9,6.49798090633568,10.5,65.4,35.496463654224,14.1,11.3826599746967,38.1,25.4203125,10.9,25.2,7.41995105383481,13.4,64.1,34.4201388888889,13.7,12.0831068844348,39.7,26.2052892561983,15.2,25.3,6.77916108066353,11.3,65.4,35.4209917355372,14.1,11.0273984044798,39.3,26.11484375,10.9,25.8,7.4963468531304,13.625,64.1,33.625390625,13.7,11.5581853735841,39.7,25.2786924939467,15.2,24.2,6.29134335407787,9.7,65.4,37.3641646489104,14.1,11.1777268166814,39.7,25.8224386113463,10.9,25.3,7.10674514742916,12.2,65.4,34.9328535139712,13.7,11.5602674769528,61.75,60.75,56.75,116,295.25,9.59,27.625,5.9775,19,0,"no","start habituation 5:51"
"15","2640-97390","2850-57866",139,"grizz","17","grizz 139",2021-06-21,"APP","person",12,3,"late",5.38,"6:15","7:15",3611.702,8,4,4,6,3,3,1,1,0,1697.595,942.9,754.695,624.13,624.13,0,1,1,3,3,15.3,15.2,33.1,65.3,0,0,"mostly",15.5,15.35,15.2,15.35,0.129099444873581,0.149999999999999,65.4,65.175,64.9,0.206155281280883,0,10.25,5.5,8.25,24,39.7,25.527621483376,15.2,24.9,6.36796906157515,10.05,65.4,37.6583120204604,14.1,11.401789163012,17.5,24,20.75,35.5,97.75,39.3,25.8200892857143,10.9,25.5,7.53997778310132,13.625,64.1,34.5059523809524,13.7,11.6833403364152,39.7,25.8255402750491,15.2,24.9,6.49798090633568,10.5,65.4,35.496463654224,14.1,11.3826599746967,38.1,25.4203125,10.9,25.2,7.41995105383481,13.4,64.1,34.4201388888889,13.7,12.0831068844348,39.7,26.2052892561983,15.2,25.3,6.77916108066353,11.3,65.4,35.4209917355372,14.1,11.0273984044798,39.3,26.11484375,10.9,25.8,7.4963468531304,13.625,64.1,33.625390625,13.7,11.5581853735841,39.7,25.2786924939467,15.2,24.2,6.29134335407787,9.7,65.4,37.3641646489104,14.1,11.1777268166814,39.7,25.8224386113463,10.9,25.3,7.10674514742916,12.2,65.4,34.9328535139712,13.7,11.5602674769528,61.75,60.75,56.75,116,295.25,15.74,48.3333333333333,6.15,20.7083333333333,0,"no","start habituation 6:03"
"16","2640-97484","MB R",102,"grizz","17","grizz 102",2021-06-12,"SAM","person",3,4,"early",5,"5:45","6:45",3602.869,22,12,10,5,2,3,7,7,0,3501.791,2207.557,1294.234,3109.929,2022.809,1087.12,3,1,3,3,11.3,11.3,29.7,46.8,0,0,"clear",13.1,11.72,11,11.4,0.892748564826626,1.1,51.2,49.24,47.3,1.6592166826548,4.25,8,8.75,3,24,35.8,23.961038961039,11.7,24.15,6.62552375596242,11.025,57.7,31.0974025974026,15.2,10.0426773235208,22,13.75,17.5,23.75,77,37.2,25.4500742942051,11,25.8,7.00887431695709,12.6,63.2,35.1166419019317,15.2,10.8925333214444,39.3,25.6986247544204,15.2,25,6.31566435264041,10.3,63.2,35.8548133595285,15.2,10.6773972678684,35.9,25.0447140381282,11,25.5,6.87713936130568,12.3,63.2,35.0138648180243,15.2,11.2708363433033,39.3,26.0457851239669,15.2,25.4,6.52991609634266,10.8,63.2,35.8357024793388,15.2,10.3285905536642,37.6,25.7847854356307,11,26,7.02696369255273,12.4,63.2,34.2332899869961,15.2,10.8177436572405,39.3,25.1331719128329,15.2,24.3,6.08511544369478,9.4,63.2,37.671186440678,15.2,10.4224490626114,39.3,25.5571065989848,11,25.4,6.71749742374916,11.5,63.2,35.4345177664975,15.2,10.8020583102696,61.5,59.25,59.5,115.25,295.5,3.9425,8.625,3.9425,8.625,0,"no",""
"17","2640-97484","MB R",102,"grizz","17","grizz 102",2021-06-17,"SAM","person",8,4,"mid",3.99,"6:06","7:06",3609.736,20,12,8,16,10,6,15,10,5,2640.052,1455.014,1185.038,1106.851,1001.545,105.306,3,3,2,2,18.2,18.1,37.7,37,0,0,"partly",20.1,18.925,18.1,18.75,0.888350531415762,1.025,43.1,40.75,38.2,2.12053452380919,2.25,5.25,4.25,12.25,24,37.6,26.8129979035639,11,27,6.98783447854737,12.6,63.2,36.167714884696,15.5,10.6766082575378,20.75,21.75,20.25,56.5,119.25,37.2,25.4500742942051,11,25.8,7.00887431695709,12.6,63.2,35.1166419019317,15.2,10.8925333214444,39.3,25.6986247544204,15.2,25,6.31566435264041,10.3,63.2,35.8548133595285,15.2,10.6773972678684,35.9,25.0447140381282,11,25.5,6.87713936130568,12.3,63.2,35.0138648180243,15.2,11.2708363433033,39.3,26.0457851239669,15.2,25.4,6.52991609634266,10.8,63.2,35.8357024793388,15.2,10.3285905536642,37.6,25.7847854356307,11,26,7.02696369255273,12.4,63.2,34.2332899869961,15.2,10.8177436572405,39.3,25.1331719128329,15.2,24.3,6.08511544369478,9.4,63.2,37.671186440678,15.2,10.4224490626114,39.3,25.5571065989848,11,25.4,6.71749742374916,11.5,63.2,35.4345177664975,15.2,10.8020583102696,61.5,59.25,59.5,115.25,295.5,10.9475,28.75,7.005,20.125,0,"no",""
"18","2640-97484","MB R",102,"grizz","17","grizz 102",2021-06-21,"SAM","person",12,4,"late",4.34,"6:15","7:15",3605.86,20,13,7,18,12,6,3,3,0,607.647,428.373,179.274,0,0,0,2,2,2,1,15.3,15.2,31.2,62.8,0,0,"mostly",15.6,15.4,15.2,15.4,0.158113883008419,0.199999999999999,63.2,63.08,62.8,0.164316767251552,0,10.25,5,8.75,24,39.3,25.2863979848867,15.2,24.9,6.15595846468979,9.6,63.2,37.9183879093199,15.2,10.550876713089,18.75,23.75,21.75,35,99.25,37.2,25.4500742942051,11,25.8,7.00887431695709,12.6,63.2,35.1166419019317,15.2,10.8925333214444,39.3,25.6986247544204,15.2,25,6.31566435264041,10.3,63.2,35.8548133595285,15.2,10.6773972678684,35.9,25.0447140381282,11,25.5,6.87713936130568,12.3,63.2,35.0138648180243,15.2,11.2708363433033,39.3,26.0457851239669,15.2,25.4,6.52991609634266,10.8,63.2,35.8357024793388,15.2,10.3285905536642,37.6,25.7847854356307,11,26,7.02696369255273,12.4,63.2,34.2332899869961,15.2,10.8177436572405,39.3,25.1331719128329,15.2,24.3,6.08511544369478,9.4,63.2,37.671186440678,15.2,10.4224490626114,39.3,25.5571065989848,11,25.4,6.71749742374916,11.5,63.2,35.4345177664975,15.2,10.8020583102696,61.5,59.25,59.5,115.25,295.5,16.42,52.875,5.4725,24.125,0,"no",""
"19","2850-57482","2850-57716",46,"grizz","17","grizz 46",2021-06-14,"SAM","person",3,1,"early",2.79,"6:00","7:00",3608.87,11,6,5,7,3,4,20,16,4,3480.781,2570.501,910.28,2626.791,1877.459,749.332,1,1,2,1,17.1,14.4,36.6,61.5,0,0,"clear",18.6,17.925,17.2,17.95,0.607590871118607,0.724999999999998,63.5,63.2,62.9,0.244948974278318,7,1.75,3.75,11.5,24,36.6,26.2043956043956,14.4,26.8,6.73479317688748,12.025,59.2,38.5065934065934,22.7,10.5560362370631,9.75,7.25,7.75,20.75,45.5,37.7,27.5272123893805,14.4,27.9,6.76079661918371,12.15,63.6,35.8758849557522,16,10.7037808710632,39.2,24.2909090909091,12.6,23.2,6.25441301156274,9.7,67.9,39.8185123966942,15.5,11.0013675144205,37.7,27.4005617977528,14.4,27.85,6.78306090024643,11.75,63.6,37.8817415730337,21.7,10.4816259517397,39.2,24.7984308131241,12.6,23.9,6.43861878199426,10.3,67.9,38.2599144079886,15.5,11.3237754680056,39.2,27.5651459854015,14.4,27.8,6.80091459172595,12.2,63.6,35.2355839416058,15.5,10.4214249950344,35.2,23.6396856581532,12.6,22.7,5.88351466241773,9.6,67.9,41.2514734774067,18.8,10.8531003040798,39.2,25.6748344370861,12.6,25.2,6.66793765791744,11.4,67.9,38.1325449385052,15.5,11.0437825497332,54.25,54.5,54.5,101,264.25,4.4,10,4.4,10,0,"no",""
"20","2850-57482","2850-57716",46,"grizz","17","grizz 46",2021-06-19,"ZML","person",8,1,"mid",5.18,"6:13","7:13",3597.451,11,6,5,8,4,4,11,9,2,1923.285,1308.959,614.326,1428.768,876.162,552.606,1,1,1,2,16.5,16.4,35.3,55.5,0,0,"partly",17.1,16.725,16.4,16.7,0.298607881119483,0.324999999999999,57.5,56.575,55.9,0.727438428093173,3.75,4.75,5,10.5,24,39.2,27.553112033195,16.5,27,6.71916926541965,12.8,63.6,34.4665975103734,15.5,9.93542688151419,15.75,24.5,23.25,57,120.5,37.7,27.5272123893805,14.4,27.9,6.76079661918371,12.15,63.6,35.8758849557522,16,10.7037808710632,39.2,24.2909090909091,12.6,23.2,6.25441301156274,9.7,67.9,39.8185123966942,15.5,11.0013675144205,37.7,27.4005617977528,14.4,27.85,6.78306090024643,11.75,63.6,37.8817415730337,21.7,10.4816259517397,39.2,24.7984308131241,12.6,23.9,6.43861878199426,10.3,67.9,38.2599144079886,15.5,11.3237754680056,39.2,27.5651459854015,14.4,27.8,6.80091459172595,12.2,63.6,35.2355839416058,15.5,10.4214249950344,35.2,23.6396856581532,12.6,22.7,5.88351466241773,9.6,67.9,41.2514734774067,18.8,10.8531003040798,39.2,25.6748344370861,12.6,25.2,6.66793765791744,11.4,67.9,38.1325449385052,15.5,11.0437825497332,54.25,54.5,54.5,101,264.25,14.22,32,9.82,22,0,"no","start habituation at 5:58; female seems to watch observer more than typical of Grizz birds"
"21","2850-57482","2850-57716",46,"grizz","17","grizz 46",2021-06-23,"ZML","person",12,1,"late",5.18,"6:08","7:08",3598.534,16,8,7,11,5,6,16,13,3,2302.613,997.149,694.107,303.254,151.795,151.459,1,1,3,3,16.1,12.6,35.3,45.5,0,0,"partly",17.1,16.45,16,16.35,0.479583152331273,0.5,50.7,48.075,46.3,1.88392321145706,7.75,3,3.25,10,24,33.6,23.1259541984733,12.6,22.4,5.69661895498593,9.9,67.9,42.4554707379135,23.5,10.9844684805775,28.75,22.75,23.5,23.25,98.25,37.7,27.5272123893805,14.4,27.9,6.76079661918371,12.15,63.6,35.8758849557522,16,10.7037808710632,39.2,24.2909090909091,12.6,23.2,6.25441301156274,9.7,67.9,39.8185123966942,15.5,11.0013675144205,37.7,27.4005617977528,14.4,27.85,6.78306090024643,11.75,63.6,37.8817415730337,21.7,10.4816259517397,39.2,24.7984308131241,12.6,23.9,6.43861878199426,10.3,67.9,38.2599144079886,15.5,11.3237754680056,39.2,27.5651459854015,14.4,27.8,6.80091459172595,12.2,63.6,35.2355839416058,15.5,10.4214249950344,35.2,23.6396856581532,12.6,22.7,5.88351466241773,9.6,67.9,41.2514734774067,18.8,10.8531003040798,39.2,25.6748344370861,12.6,25.2,6.66793765791744,11.4,67.9,38.1325449385052,15.5,11.0437825497332,54.25,54.5,54.5,101,264.25,18.83,56.5,4.61,24.5,0,"no","start habituation at 5:46; while tried to start obs at 6:00, could not differentiate parent IDs before 6:08...official start time should be 6:08; HOSP enters barn 2x"
"22","2850-57519","2850-57862",114,"grizz","17","grizz 114",2021-06-15,"ZML","person",3,3,"early",4.27,"6:05","7:05",3598.309,25,12,13,14,5,9,24,15,9,3500.418,2385.305,1115.113,2956.968,2142.621,814.347,3,2,3,3,15.9,15.9,36.9,48.7,1,3,"clear",19.4,17.8,16.4,17.7,1.29614813968157,1.5,51,48.95,47.8,1.41539158303748,5,3.75,4,11.25,24,36.7,25.0545454545455,10.4,24.9,7.82797614597165,14.25,66,40.8996753246753,22.2,11.1626923374236,22.75,11,11.25,32,77,39.9,26.7004457652303,10.4,26.6,7.62348441868612,13.8,66,36.3898959881129,15.1,10.9010096253632,36.9,23.5724409448819,11.8,22.85,6.11040018981902,9.6,68.2,41.2100393700787,17.1,12.6383155257271,39.9,26.7027729636049,10.4,26.7,7.80554863667798,13.9,66,36.5915077989601,15.1,11.1945367680741,36.9,24.0673841059603,11.8,23.65,6.26581547448885,9.9,68.2,40.2513245033113,17.1,12.313418703451,39.9,26.294278283485,10.4,25.9,7.41194268074611,13,66,37.4895968790637,15.1,11.027199845193,36.9,23.6016990291262,11.8,22.85,6.37070332484845,10.25,68.2,40.2805825242718,17.1,13.2434370341448,39.9,25.3549534292972,10.4,24.9,7.17914136799991,12.2,68.2,38.4632514817951,15.1,11.9164672103287,67.75,59.25,58,110.25,295.25,3.71,9.33333333333333,3.71,9.33333333333333,0,"no","start habituation 5:50; 2 HOSP ~3m from nest at start of trial; "
"23","2850-57519","2850-57862",114,"grizz","17","grizz 114",2021-06-21,"HS4","camera",9,3,"mid",0.96,"6:15","7:15",3614.808,9,3,6,9,3,6,1,1,0,1233.99,978.326,255.664,927.446,927.446,0,1,2,1,1,14.7,14.6,32.5,66.1,0,0,"mostly",15.1,14.9,14.7,14.9,0.158113883008419,0.199999999999999,66.6,66.46,66.3,0.114017542509912,0.25,10.5,5.25,8,24,39.9,26.4928321678322,15.2,25.8,6.80788671776901,11.7,62.6,35.6183566433566,15.1,10.3431117255304,21.75,34.25,28.75,58.25,143,39.9,26.7004457652303,10.4,26.6,7.62348441868612,13.8,66,36.3898959881129,15.1,10.9010096253632,36.9,23.5724409448819,11.8,22.85,6.11040018981902,9.6,68.2,41.2100393700787,17.1,12.6383155257271,39.9,26.7027729636049,10.4,26.7,7.80554863667798,13.9,66,36.5915077989601,15.1,11.1945367680741,36.9,24.0673841059603,11.8,23.65,6.26581547448885,9.9,68.2,40.2513245033113,17.1,12.313418703451,39.9,26.294278283485,10.4,25.9,7.41194268074611,13,66,37.4895968790637,15.1,11.027199845193,36.9,23.6016990291262,11.8,22.85,6.37070332484845,10.25,68.2,40.2805825242718,17.1,13.2434370341448,39.9,25.3549534292972,10.4,24.9,7.17914136799991,12.2,68.2,38.4632514817951,15.1,11.9164672103287,67.75,59.25,58,110.25,295.25,14.1633333333333,35.6666666666667,10.4533333333333,26.3333333333333,0,"no","start habituation 6:03"
"24","2850-57519","2850-57862",114,"grizz","17","grizz 114",2021-06-24,"ZML","person",12,3,"late",4.52,"6:00","7:00",3621.84,24,10,14,22,10,12,1,0,1,215.551,105.053,110.498,0,0,0,2,2,1,1,20.3,15.5,37,46.2,0,0,"mostly",20.2,20.06,19.9,20.1,0.114017542509914,0.100000000000001,49.1,47.88,46.6,1.05688220724923,7.75,1,5.25,10,24,36.9,23.5,11.8,23.2,6.76677175616261,11.2,68.2,41.3764119601329,17.1,14.0488270595706,23.25,14,18,20,75.25,39.9,26.7004457652303,10.4,26.6,7.62348441868612,13.8,66,36.3898959881129,15.1,10.9010096253632,36.9,23.5724409448819,11.8,22.85,6.11040018981902,9.6,68.2,41.2100393700787,17.1,12.6383155257271,39.9,26.7027729636049,10.4,26.7,7.80554863667798,13.9,66,36.5915077989601,15.1,11.1945367680741,36.9,24.0673841059603,11.8,23.65,6.26581547448885,9.9,68.2,40.2513245033113,17.1,12.313418703451,39.9,26.294278283485,10.4,25.9,7.41194268074611,13,66,37.4895968790637,15.1,11.027199845193,36.9,23.6016990291262,11.8,22.85,6.37070332484845,10.25,68.2,40.2805825242718,17.1,13.2434370341448,39.9,25.3549534292972,10.4,24.9,7.17914136799991,12.2,68.2,38.4632514817951,15.1,11.9164672103287,67.75,59.25,58,110.25,295.25,16.9633333333333,52.3333333333333,2.8,16.6666666666667,0,"no","start habituation 5:48; HOSP enters barn 3x"
"25","2510-63484","2850-57710",11,"vanloon","3","vanloon 11",2021-06-17,"APP","camera",3,5,"early",0.93,"6:00","7:00",3612.219,20,11,9,20,10,10,15,13,2,3509.17,2530.749,978.421,2778.051,2116.506,661.545,3,3,3,2,21.2,17.9,34.4,39.5,0,0,"partly",21.3,21.08,20.7,21.2,0.238746727726267,0.199999999999999,44.2,42.32,39.5,2.15800834104041,2.5,5.25,6.5,9.75,24,34.8,25.7201986754967,17.3,24.75,5.45883014376432,10.05,67.5,42.5804635761589,17.3,12.0707706507629,10.25,19,17.5,28.75,75.5,34.8,24.9564635958395,17.3,24.2,4.81631564619748,7.9,67.5,42.4570579494799,17.3,10.9814568390377,30.9,21.4551181102362,14.5,21,4.31747896820063,6.425,74.8,51.2732283464567,19.5,14.1221409042311,34.8,25.4140381282496,17.3,24.7,4.95888937553778,8.3,67.5,42.4077989601386,17.3,11.5948904354251,30.9,21.5745033112583,14.5,21.1,4.08726683340896,6.15,74.8,49.9190397350993,19.5,13.5409624259616,34.8,24.1440832249675,15.2,23.1,5.07226367871367,7.8,67.9,44.4148244473342,17.3,11.7115611839872,30.9,22.1555825242718,14.5,21.5,4.34751856404386,6.95,74.8,49.6733009708738,19.5,14.9528363404581,34.8,23.4503810330229,14.5,22.4,4.92210960770725,7.4,74.8,46.2492802709568,17.3,13.1694269687387,62.75,95.75,75.25,61.5,295.25,2.806,7.9,2.806,7.9,8,"yes",""
"26","2510-63484","2850-57710",11,"vanloon","3","vanloon 11",2021-06-22,"APP","camera",8,5,"mid",0.97,"6:00","7:00",3595.307,9,6,3,6,2,4,13,10,3,3223.505,2927.081,296.424,2636.636,2600.547,36.089,1,1,3,3,16.4,14.5,22.6,55.1,0,0,"clear",17.2,16.84,16.4,16.9,0.378153408023781,0.699999999999999,60.8,56.8,55.1,2.29019649811976,14.25,9.75,0,0,24,34.1,22.8954451345756,14.5,22.1,4.6258093335373,6.1,67.9,46.0631469979296,21.2,11.4186136909686,25.75,43,33.25,18.75,120.75,34.8,24.9564635958395,17.3,24.2,4.81631564619748,7.9,67.5,42.4570579494799,17.3,10.9814568390377,30.9,21.4551181102362,14.5,21,4.31747896820063,6.425,74.8,51.2732283464567,19.5,14.1221409042311,34.8,25.4140381282496,17.3,24.7,4.95888937553778,8.3,67.5,42.4077989601386,17.3,11.5948904354251,30.9,21.5745033112583,14.5,21.1,4.08726683340896,6.15,74.8,49.9190397350993,19.5,13.5409624259616,34.8,24.1440832249675,15.2,23.1,5.07226367871367,7.8,67.9,44.4148244473342,17.3,11.7115611839872,30.9,22.1555825242718,14.5,21.5,4.34751856404386,6.95,74.8,49.6733009708738,19.5,14.9528363404581,34.8,23.4503810330229,14.5,22.4,4.92210960770725,7.4,74.8,46.2492802709568,17.3,13.1694269687387,62.75,95.75,75.25,61.5,295.25,11.724,25.8,8.918,17.9,11,"yes",""
"27","2510-63484","2850-57710",11,"vanloon","3","vanloon 11",2021-06-26,"APP","camera",12,5,"late",0.94,"6:00","7:00",3599.973,33,17,16,33,17,16,1,0,1,133.226,46.062,87.164,0,0,0,3,3,1,1,19.8,16.3,23.7,64.3,0,0,"mostly",19.9,19.64,19.3,19.8,0.270185121722126,0.400000000000002,64.6,64.14,63.7,0.350713558335001,9.75,12.75,1.5,0,24,30.9,22.3962121212121,14.8,21.6,4.25752775418734,6.825,74.8,49.2742424242424,19.5,15.1151208784932,26.75,33.75,24.5,14,99,34.8,24.9564635958395,17.3,24.2,4.81631564619748,7.9,67.5,42.4570579494799,17.3,10.9814568390377,30.9,21.4551181102362,14.5,21,4.31747896820063,6.425,74.8,51.2732283464567,19.5,14.1221409042311,34.8,25.4140381282496,17.3,24.7,4.95888937553778,8.3,67.5,42.4077989601386,17.3,11.5948904354251,30.9,21.5745033112583,14.5,21.1,4.08726683340896,6.15,74.8,49.9190397350993,19.5,13.5409624259616,34.8,24.1440832249675,15.2,23.1,5.07226367871367,7.8,67.9,44.4148244473342,17.3,11.7115611839872,30.9,22.1555825242718,14.5,21.5,4.34751856404386,6.95,74.8,49.6733009708738,19.5,14.9528363404581,34.8,23.4503810330229,14.5,22.4,4.92210960770725,7.4,74.8,46.2492802709568,17.3,13.1694269687387,62.75,95.75,75.25,61.5,295.25,17.596,48.5,5.872,22.7,59,"yes",""
