"","female_band","male_band","nest","site","num_pairs","nest_id","obs_date","observer","obs_method","nestling_age","nestling_number","obs_state","blind_camera_distance","obs_start_time","obs_end_time","obs_duration","total_visits","female_visits","male_visits","total_feeding_visits","female_feeding_visits","male_feeding_visits","total_sanitizing_visits","female_sanitizing_visits","male_sanitizing_visits","total_an_duration","female_an_duration","male_an_duration","total_brooding_duration","female_brooding_duration","male_brooding_duration","tert_tot_visit","tert_tot_feed","tert_tot_time","tert_tot_brood","trial_temp","min_temp","max_temp","trial_humidity","wind_speed","wind_gust","cloud_cover","obs_max_temp","obs_avg_temp","obs_min_temp","obs_med_temp","obs_sd_temp","obs_iqr_temp","obs_max_humid","obs_avg_humid","obs_min_humid","obs_sd_humid","hours_low","hours_med","hours_high","hours_very_high","hours_in_day","devel_max_temp","devel_avg_temp","devel_min_temp","devel_med_temp","devel_sd_temp","devel_iqr_temp","devel_max_humid","devel_avg_humid","devel_min_humid","devel_sd_humid","devel_hours_low","devel_hours_med","devel_hours_high","devel_hours_very_high","devel_hours_in_stage","thermo_bef_max_temp","thermo_bef_avg_temp","thermo_bef_min_temp","thermo_bef_med_temp","thermo_bef_sd_temp","thermo_bef_iqr_temp","thermo_bef_max_humid","thermo_bef_avg_humid","thermo_bef_min_humid","thermo_bef_sd_humid","thermo_aft_max_temp","thermo_aft_avg_temp","thermo_aft_min_temp","thermo_aft_med_temp","thermo_aft_sd_temp","thermo_aft_iqr_temp","thermo_aft_max_humid","thermo_aft_avg_humid","thermo_aft_min_humid","thermo_aft_sd_humid","thermo_bef_max_temp_5","thermo_bef_avg_temp_5","thermo_bef_min_temp_5","thermo_bef_med_temp_5","thermo_bef_sd_temp_5","thermo_bef_iqr_temp_5","thermo_bef_max_humid_5","thermo_bef_avg_humid_5","thermo_bef_min_humid_5","thermo_bef_sd_humid_5","thermo_aft_max_temp_5","thermo_aft_avg_temp_5","thermo_aft_min_temp_5","thermo_aft_med_temp_5","thermo_aft_sd_temp_5","thermo_aft_iqr_temp_5","thermo_aft_max_humid_5","thermo_aft_avg_humid_5","thermo_aft_min_humid_5","thermo_aft_sd_humid_5","thermo_bef_max_temp_7","thermo_bef_avg_temp_7","thermo_bef_min_temp_7","thermo_bef_med_temp_7","thermo_bef_sd_temp_7","thermo_bef_iqr_temp_7","thermo_bef_max_humid_7","thermo_bef_avg_humid_7","thermo_bef_min_humid_7","thermo_bef_sd_humid_7","thermo_aft_max_temp_7","thermo_aft_avg_temp_7","thermo_aft_min_temp_7","thermo_aft_med_temp_7","thermo_aft_sd_temp_7","thermo_aft_iqr_temp_7","thermo_aft_max_humid_7","thermo_aft_avg_humid_7","thermo_aft_min_humid_7","thermo_aft_sd_humid_7","nest_max_temp","nest_avg_temp","nest_min_temp","nest_med_temp","nest_sd_temp","nest_iqr_temp","nest_max_humid","nest_avg_humid","nest_min_humid","nest_sd_humid","nest_hours_low","nest_hours_med","nest_hours_high","nest_hours_very_high","nest_hours_in_stage","avg_nestl_mass","avg_wing_chord","avg_nestl_growth","avg_wing_growth","brood_nos_mites","brood_mite_bin","notes_obs"
"28","2350-21096","2850-57717",61,"grizz","17","grizz 61",2021-06-17,"MJA","person",3,4,"early",4.95,"6:06","7:06",2999.979,18,8,10,20,7,13,25,11,14,NA,NA,NA,NA,NA,NA,2,3,NA,NA,17.8,17.8,39.5,37,0,0,"partly",20.2,18.85,17.8,18.7,1.04721853816033,1.2,42.8,40.725,38.5,1.87505555473253,2.75,5.25,4,12,24,40.1,27.7398058252427,16,26.4,7.79829743080607,15.4,63.1,34.6611650485437,15.3,11.4718959218105,13,16.5,12.25,35.5,77.25,40.8,27.1111607142857,16,26.1,7.13428220323212,12.7,63.1,35.0074404761905,15,10.3994011920367,37.8,23.2402750491159,12.1,22,6.5998723981779,10.8,77,43.9121807465619,17,14.6997646132107,40.8,27.3657986111111,16,26.35,7.42168107437976,13.9,63.1,35.425,15,10.9160575778748,37.8,23.6120661157025,12.1,22.4,6.40653147643367,10.3,77,42.101652892562,17,14.3069530141184,40.8,26.3196614583333,14.9,25.2,7.1889449672274,12.2,63.9,36.6196614583333,15,11.2435960687847,37.8,23.8123486682809,12.1,22.7,6.8429268672948,12,77,42.98401937046,17,15.3804041357262,40.8,25.4428450465707,12.1,24.3,7.16747905240378,11.8,77,38.845300592718,15,13.1903568531638,67.25,66,57.25,104.75,295.25,3.2125,9,3.2125,9,0,"no",""
"29","2350-21096","2850-57717",61,"grizz","17","grizz 61",2021-06-22,"SAM","person",8,4,"mid",4.09,"6:06","7:06",3602.368,11,6,5,3,1,2,8,4,4,2774.523,2099.914,674.609,2219.536,1868.582,350.954,1,1,3,3,12.1,12,28.9,60.1,0,0,"clear",15.1,13.675,12.5,13.55,1.13247516529061,1.325,65.5,62.9,60.8,1.97484176581315,11.25,4.75,7,1,24,40.8,24.8559251559252,12.3,23.8,6.8447616243655,10.2,63.9,38.8149688149688,15,11.3868081773505,28.25,28.25,26.25,37.5,120.25,40.8,27.1111607142857,16,26.1,7.13428220323212,12.7,63.1,35.0074404761905,15,10.3994011920367,37.8,23.2402750491159,12.1,22,6.5998723981779,10.8,77,43.9121807465619,17,14.6997646132107,40.8,27.3657986111111,16,26.35,7.42168107437976,13.9,63.1,35.425,15,10.9160575778748,37.8,23.6120661157025,12.1,22.4,6.40653147643367,10.3,77,42.101652892562,17,14.3069530141184,40.8,26.3196614583333,14.9,25.2,7.1889449672274,12.2,63.9,36.6196614583333,15,11.2435960687847,37.8,23.8123486682809,12.1,22.7,6.8429268672948,12,77,42.98401937046,17,15.3804041357262,40.8,25.4428450465707,12.1,24.3,7.16747905240378,11.8,77,38.845300592718,15,13.1903568531638,67.25,66,57.25,104.75,295.25,12.7375,29,9.525,20,0,"no","habituation start at 5:51"
"30","2350-21096","2850-57717",61,"grizz","17","grizz 61",2021-06-26,"APP","person",12,4,"late",4.36,"6:13","7:13",3602.873,17,14,3,15,12,3,1,1,0,771.966,693.596,78.37,274.503,274.503,0,1,1,2,3,15.2,14.8,31.7,72.1,0,0,"mostly",18.1,16.475,15.3,16.25,1.25532200384337,1.525,77,74.9,72.7,2.07364413533277,8.75,8.5,3.5,3.25,24,37.8,24.3496163682864,12.1,23.4,6.62892988278733,11.3,77,42.1892583120205,17,15.4214265598484,26,21.25,18.75,31.75,97.75,40.8,27.1111607142857,16,26.1,7.13428220323212,12.7,63.1,35.0074404761905,15,10.3994011920367,37.8,23.2402750491159,12.1,22,6.5998723981779,10.8,77,43.9121807465619,17,14.6997646132107,40.8,27.3657986111111,16,26.35,7.42168107437976,13.9,63.1,35.425,15,10.9160575778748,37.8,23.6120661157025,12.1,22.4,6.40653147643367,10.3,77,42.101652892562,17,14.3069530141184,40.8,26.3196614583333,14.9,25.2,7.1889449672274,12.2,63.9,36.6196614583333,15,11.2435960687847,37.8,23.8123486682809,12.1,22.7,6.8429268672948,12,77,42.98401937046,17,15.3804041357262,40.8,25.4428450465707,12.1,24.3,7.16747905240378,11.8,77,38.845300592718,15,13.1903568531638,67.25,66,57.25,104.75,295.25,17.11,52.5,4.3725,23.5,0,"no","habituation start at 5:58"
"31","2850-57861","2850-57713",6,"grizz","17","grizz 6",2021-06-19,"HS4","camera",4,2,"early",0.97,"6:00","7:00",3602.078,12,5,7,6,2,4,12,8,4,3217.097,2458.512,758.585,2778.866,2184.345,594.521,1,1,1,2,16.7,16.6,37.5,53.4,0,0,"partly",16.8,16.65,16.6,16.6,0.0999999999999996,0.0500000000000007,54.7,54,53.5,0.55976185412489,4,4.25,5,10.75,24,40.2,27.5086848635236,16.2,26.3,7.39677212156441,14.05,53.1,32.5990074441687,14.8,9.35497574297687,15.5,22.75,17,45.5,100.75,40.2,25.9662202380952,15.1,24.95,6.84611817947074,10.9,64,36.0177083333333,14.8,10.8628325749395,37.3,22.6597359735974,12.4,21.6,6.24805127408244,10.5,75.5,47.3422442244224,16.3,15.369565211477,40.2,26.8059027777778,16.2,25.85,6.78794070463656,11.425,60,34.0041666666667,14.8,9.46920959926343,37.3,22.4229344729345,12.4,21.45,6.08771836687504,10.2,75.5,47.4457264957265,16.3,14.8331857083668,40.2,25.7559895833333,12.4,24.85,7.03159497077352,11.25,64.6,36.82578125,14.8,11.4197939694246,37.3,22.3539215686275,14.1,21.4,5.79290385577433,9.5,75.5,48.2570588235294,16.3,15.5377991217738,40.2,24.3983568075117,12.4,23,6.77130192768321,10.375,75.5,41.387558685446,14.8,14.349890850122,84.25,74.25,67.5,93.5,319.5,4.895,11.5,4.895,11.5,0,"no",""
"32","2850-57861","2850-57713",6,"grizz","17","grizz 6",2021-06-24,"HS4","camera",9,2,"mid",0.76,"6:00","7:00",3613.853,20,8,12,15,4,11,21,19,2,2190.481,1562.976,627.505,934.089,877.745,56.344,3,2,2,2,20.7,15.9,37.4,44.2,0,0,"mostly",20.6,20.525,20.4,20.55,0.0957427107756352,0.125,46.8,45.625,44.7,0.997914491994845,7.25,1.5,5,10.25,24,37.3,24.2388773388773,12.4,23.9,6.25528826170355,9.7,64.6,39.2361746361746,16.3,12.3484454623287,30,25.75,28.25,36.25,120.25,40.2,25.9662202380952,15.1,24.95,6.84611817947074,10.9,64,36.0177083333333,14.8,10.8628325749395,37.3,22.6597359735974,12.4,21.6,6.24805127408244,10.5,75.5,47.3422442244224,16.3,15.369565211477,40.2,26.8059027777778,16.2,25.85,6.78794070463656,11.425,60,34.0041666666667,14.8,9.46920959926343,37.3,22.4229344729345,12.4,21.45,6.08771836687504,10.2,75.5,47.4457264957265,16.3,14.8331857083668,40.2,25.7559895833333,12.4,24.85,7.03159497077352,11.25,64.6,36.82578125,14.8,11.4197939694246,37.3,22.3539215686275,14.1,21.4,5.79290385577433,9.5,75.5,48.2570588235294,16.3,15.5377991217738,40.2,24.3983568075117,12.4,23,6.77130192768321,10.375,75.5,41.387558685446,14.8,14.349890850122,84.25,74.25,67.5,93.5,319.5,15.085,38.75,10.19,27.25,0,"no",""
"33","2850-57861","2850-57713",6,"grizz","17","grizz 6",2021-06-28,"MJA","person",13,2,"late",5.49,"6:28","7:28",3598.439,23,9,14,25,8,17,1,1,0,NA,NA,NA,NA,NA,NA,2,2,NA,NA,15.2,14.2,29.7,67.8,0,0,"mostly",16.6,16.15,15.7,16.15,0.369684550213648,0.299999999999997,69.2,69.125,69,0.0957427107756358,11.75,3.75,6.75,1.75,24,34.7,21.4116751269036,14.1,20.7,5.13174183743166,8.1,75.5,53.0032994923858,23.9,13.1609072703897,38.75,25.75,22.25,11.75,98.5,40.2,25.9662202380952,15.1,24.95,6.84611817947074,10.9,64,36.0177083333333,14.8,10.8628325749395,37.3,22.6597359735974,12.4,21.6,6.24805127408244,10.5,75.5,47.3422442244224,16.3,15.369565211477,40.2,26.8059027777778,16.2,25.85,6.78794070463656,11.425,60,34.0041666666667,14.8,9.46920959926343,37.3,22.4229344729345,12.4,21.45,6.08771836687504,10.2,75.5,47.4457264957265,16.3,14.8331857083668,40.2,25.7559895833333,12.4,24.85,7.03159497077352,11.25,64.6,36.82578125,14.8,11.4197939694246,37.3,22.3539215686275,14.1,21.4,5.79290385577433,9.5,75.5,48.2570588235294,16.3,15.5377991217738,40.2,24.3983568075117,12.4,23,6.77130192768321,10.375,75.5,41.387558685446,14.8,14.349890850122,84.25,74.25,67.5,93.5,319.5,20.99,60,5.905,21.25,0,"no","chillier than normal temps in barn; pair skittish or ZML completing obervation nearby; not very much visitation"
"34","2850-57604","2850-57701",110,"schaaps","11","schaaps 110",2021-06-19,"MJA","person",4,3,"early",2.74,"6:22","7:22",3608.476,16,8,7,22,10,12,17,11,6,NA,NA,NA,NA,NA,NA,2,3,NA,NA,16.6,16.6,37.5,53.3,0,0,"fully",18.4,18.25,18.1,18.25,0.12909944487358,0.150000000000006,54.8,52.375,50.4,1.82642638322308,0,4.25,11.5,8.25,24,34.2,25.9327777777778,19.5,24.6,4.40733537138121,8.1,52.1,33.8369444444444,17.9,8.50218694443557,0,31.25,28.25,30.5,90,34.2,24.2792393026941,16,23.6,4.41428022406956,5.35,60.4,38.2045958795563,17.9,9.96896905019416,32.5,21.1807947019868,13.2,20.2,4.54038031781696,6.5,71.5,48.9870860927152,18,13.9950500175681,34.2,25.2207476635514,18.1,24.3,4.00005142779079,5.2,56.9,35.7884112149533,17.9,8.68329880763328,32.5,20.8861428571429,13.2,19.85,4.38294842422699,5.9,71.5,49.355,18,13.1306613241576,34.2,23.9907840440165,13.2,23.6,4.69854444566019,5.65,66.4,39.2416781292985,17.9,10.726783961174,32.5,21.0080708661417,15.1,20.05,4.20899218412359,5.3,71.5,49.5405511811024,18,14.1378173345655,34.2,22.7638866396761,13.2,22.2,4.73526626835237,6.8,71.5,43.477975708502,17.9,13.2484310235635,0,31.25,28.25,30.5,90,4.37,10.1666666666667,4.37,10.1666666666667,0,"no","possibly 3 adults at this nest (parents and a random UNB female or juvenile male?); no day 8 obs"
"35","2850-57604","2850-57701",110,"schaaps","11","schaaps 110",2021-06-28,"H8","camera",13,3,"late",0.91,"6:00","7:00",3112.684,8,5,3,9,6,3,2,2,0,514.217,495.519,18.698,169.724,169.724,0,1,1,1,3,15.5,15.1,21.9,61.1,0,0,"mostly",15.7,15.58,15.5,15.6,0.0836660026534072,0.0999999999999996,63.2,61.94,60.9,0.960728889958037,16,8,0,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.2,24.2792393026941,16,23.6,4.41428022406956,5.35,60.4,38.2045958795563,17.9,9.96896905019416,32.5,21.1807947019868,13.2,20.2,4.54038031781696,6.5,71.5,48.9870860927152,18,13.9950500175681,34.2,25.2207476635514,18.1,24.3,4.00005142779079,5.2,56.9,35.7884112149533,17.9,8.68329880763328,32.5,20.8861428571429,13.2,19.85,4.38294842422699,5.9,71.5,49.355,18,13.1306613241576,34.2,23.9907840440165,13.2,23.6,4.69854444566019,5.65,66.4,39.2416781292985,17.9,10.726783961174,32.5,21.0080708661417,15.1,20.05,4.20899218412359,5.3,71.5,49.5405511811024,18,14.1378173345655,34.2,22.7638866396761,13.2,22.2,4.73526626835237,6.8,71.5,43.477975708502,17.9,13.2484310235635,0,31.25,28.25,30.5,90,19.3333333333333,55.8333333333333,NA,NA,1,"yes",""
"36","2850-57715","2850-57859",140,"grizz","17","grizz 140",2021-06-21,"MJA","person",4,2,"early",5.44,"6:15","7:15",3621.171,7,3,3,11,6,4,12,8,3,NA,NA,NA,NA,NA,NA,1,2,NA,NA,15,14.9,33.8,63.7,0,0,"mostly",15.4,15.2,15,15.2,0.182574185835056,0.250000000000002,64.5,64.125,63.9,0.287228132326902,0.25,10.25,4.75,8.75,24,40,25.5426065162907,15.5,24.6,6.32827579961855,10,61.2,36.9578947368421,14.8,9.96334142951817,16.75,27.75,19.5,35.75,99.75,40,24.935119047619,12,24.7,6.71734316829579,10.6,66.3,38.3889880952381,14.8,11.8916994753141,34.5,21.184842519685,13.3,20.8,5.0397577677696,8.2,77.7,51.9803149606299,24,12.9885067651131,40,24.7692708333333,12,24.05,6.61403594391437,10.1,66.3,39.3763888888889,14.8,11.4518241485146,36.8,21.9390728476821,13.3,21.35,5.71697566442141,9.125,77.7,48.8784768211921,16.9,14.7860339397057,40,25.0098958333333,12,24.4,6.49079829994905,10,66.3,38.1493489583333,14.8,11.4333337582361,31.3,20.1716019417476,13.3,19.5,4.58295205033451,7.625,77.7,55.593932038835,32.2,11.247695068567,40,23.320593220339,12,22.2,6.32881917500505,10,77.7,44.2401694915254,14.8,14.0838509161888,89.25,70,63.5,72.25,295,3.79,9,3.79,9,0,"no","3 UNB males perching/singing near nest; HOFI nest nearby and enters barn 6 times"
"37","2850-57715","2850-57859",140,"grizz","17","grizz 140",2021-06-26,"MJA","person",9,2,"mid",2.82,"6:13","7:13",3109.687,12,5,7,19,10,9,6,6,0,NA,NA,NA,NA,NA,NA,2,3,NA,NA,15,14.7,31.5,73.5,0,0,"mostly",18.5,16.825,15.3,16.75,1.41273965518539,1.775,77.7,75.975,74.3,1.43614066163451,8.75,8.5,4,2.75,24,36.8,23.4100823045267,12,22.45,6.41854603388402,10.775,74.1,43.8705761316872,16.9,14.5856481669788,37.25,26.25,25,33,121.5,40,24.935119047619,12,24.7,6.71734316829579,10.6,66.3,38.3889880952381,14.8,11.8916994753141,34.5,21.184842519685,13.3,20.8,5.0397577677696,8.2,77.7,51.9803149606299,24,12.9885067651131,40,24.7692708333333,12,24.05,6.61403594391437,10.1,66.3,39.3763888888889,14.8,11.4518241485146,36.8,21.9390728476821,13.3,21.35,5.71697566442141,9.125,77.7,48.8784768211921,16.9,14.7860339397057,40,25.0098958333333,12,24.4,6.49079829994905,10,66.3,38.1493489583333,14.8,11.4333337582361,31.3,20.1716019417476,13.3,19.5,4.58295205033451,7.625,77.7,55.593932038835,32.2,11.247695068567,40,23.320593220339,12,22.2,6.32881917500505,10,77.7,44.2401694915254,14.8,14.0838509161888,89.25,70,63.5,72.25,295,11.55,27.5,7.76,18.5,0,"no","HOFI visits nearby nest 3 times; male has growth on its bill; asynchronous hatch...one nestling may be only day 5"
"38","2850-57715","2850-57859",140,"grizz","17","grizz 140",2021-06-29,"MJA","person",12,2,"late",3.25,"5:55","6:55",3600.933,12,5,7,18,5,13,4,1,3,NA,NA,NA,NA,NA,NA,1,2,NA,NA,13.4,13.4,27.7,63.6,0,0,"partly",13.9,13.58,13.3,13.6,0.238746727726266,0.299999999999999,67,65.06,64,1.20747670784989,10.25,6.25,7.5,0,24,30,20.1677966101695,13.3,19.8,4.6648723716953,8.1,77.7,54.6986440677966,32.2,11.3208043177193,35.25,16,19,3.5,73.75,40,24.935119047619,12,24.7,6.71734316829579,10.6,66.3,38.3889880952381,14.8,11.8916994753141,34.5,21.184842519685,13.3,20.8,5.0397577677696,8.2,77.7,51.9803149606299,24,12.9885067651131,40,24.7692708333333,12,24.05,6.61403594391437,10.1,66.3,39.3763888888889,14.8,11.4518241485146,36.8,21.9390728476821,13.3,21.35,5.71697566442141,9.125,77.7,48.8784768211921,16.9,14.7860339397057,40,25.0098958333333,12,24.4,6.49079829994905,10,66.3,38.1493489583333,14.8,11.4333337582361,31.3,20.1716019417476,13.3,19.5,4.58295205033451,7.625,77.7,55.593932038835,32.2,11.247695068567,40,23.320593220339,12,22.2,6.32881917500505,10,77.7,44.2401694915254,14.8,14.0838509161888,89.25,70,63.5,72.25,295,17.07,46,5.52,18.5,0,"no","HOFI visits nearby nest 11 times; all birds alarm calling outside for several minutes due to suspected predator though predator sighting never confirmed"
"39","2850-57863","2850-57714",151,"grizz","17","grizz 151",2021-06-22,"ZML","person",3,5,"early",4.34,"6:06","7:06",3613.603,17,9,8,13,5,8,33,19,14,3455.565,2581.56,874.005,2920.772,2288.588,632.184,2,2,2,3,12.3,12.2,28.3,62,0,0,"clear",13.8,13,12.3,12.95,0.648074069840786,0.75,66.4,63.75,61.7,2.06962154350339,11.75,4.75,6.75,0.75,24,33.2,22.5051779935275,12.6,21.8,5.29208294837686,8.7,66.2,43.9766990291262,25,11.3423399737973,22.75,22,18.25,14.25,77.25,36.8,23.5608630952381,12.2,22.55,5.87536988078816,9.025,70.8,42.966369047619,18.1,13.0476005719923,28.1,19.504375,13.4,18.25,4.23693043906252,7.2,77.4,57.27375,31.6,11.7127772982166,36.8,24.0256944444444,12.2,23.35,6.00337002781115,8.95,68.5,40.6255208333333,18.1,12.0820322825296,30.3,19.796875,13.4,19.15,4.22660704091512,6.825,77.4,57.2132211538462,31.6,11.1905551057608,36.8,23.0700520833333,12.2,21.9,5.77087404300513,9,77.4,45.3458333333333,18.1,14.1037766062458,28.1,19.4486607142857,13.4,17.8,4.56089814841808,7.825,73,55.2473214285714,31.6,12.1273730316826,36.8,22.2523185483871,12.2,21.3,5.72287130478036,9.225,77.4,47.5816532258064,18.1,14.2900693076015,85.5,62,57.75,42.75,248,2.568,8.2,2.568,8.2,0,"no",""
"40","2850-57863","2850-57714",151,"grizz","17","grizz 151",2021-06-28,"ZML","person",9,5,"mid",4.88,"6:20","7:20",3605.844,22,11,9,22,11,9,6,6,0,399.999,305.392,80.033,90.685,90.685,0,3,3,1,1,14.7,14,28.2,69.2,0,0,"mostly",15.9,15.4,14.8,15.45,0.469041575982343,0.499999999999998,70.8,70.25,69.4,0.602771377334167,12.25,3.75,7.75,0.25,24,36.8,22.6793345008757,12.2,21.6,6.00279995299128,9.3,77.4,48.4373029772329,18.1,15.6840927037995,48,34.25,32,28.5,142.75,36.8,23.5608630952381,12.2,22.55,5.87536988078816,9.025,70.8,42.966369047619,18.1,13.0476005719923,28.1,19.504375,13.4,18.25,4.23693043906252,7.2,77.4,57.27375,31.6,11.7127772982166,36.8,24.0256944444444,12.2,23.35,6.00337002781115,8.95,68.5,40.6255208333333,18.1,12.0820322825296,30.3,19.796875,13.4,19.15,4.22660704091512,6.825,77.4,57.2132211538462,31.6,11.1905551057608,36.8,23.0700520833333,12.2,21.9,5.77087404300513,9,77.4,45.3458333333333,18.1,14.1037766062458,28.1,19.4486607142857,13.4,17.8,4.56089814841808,7.825,73,55.2473214285714,31.6,12.1273730316826,36.8,22.2523185483871,12.2,21.3,5.72287130478036,9.225,77.4,47.5816532258064,18.1,14.2900693076015,85.5,62,57.75,42.75,248,13.472,29.5,10.904,21.3,0,"no",""
"41","2850-57863","2850-57714",151,"grizz","17","grizz 151",2021-07-01,"ZML","person",12,5,"late",5.18,"6:26","7:26",3612.849,42,24,16,37,23,12,6,2,4,472.677,155.057,311.036,0,0,0,3,3,1,1,18.4,13.8,32,73.1,0,0,"mostly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,27.9,19.3776785714286,13.4,18.55,4.49429487843326,7.95,70.8,53.1651785714286,31.6,11.4704061822519,14.75,5.75,7.5,0,28,36.8,23.5608630952381,12.2,22.55,5.87536988078816,9.025,70.8,42.966369047619,18.1,13.0476005719923,28.1,19.504375,13.4,18.25,4.23693043906252,7.2,77.4,57.27375,31.6,11.7127772982166,36.8,24.0256944444444,12.2,23.35,6.00337002781115,8.95,68.5,40.6255208333333,18.1,12.0820322825296,30.3,19.796875,13.4,19.15,4.22660704091512,6.825,77.4,57.2132211538462,31.6,11.1905551057608,36.8,23.0700520833333,12.2,21.9,5.77087404300513,9,77.4,45.3458333333333,18.1,14.1037766062458,28.1,19.4486607142857,13.4,17.8,4.56089814841808,7.825,73,55.2473214285714,31.6,12.1273730316826,36.8,22.2523185483871,12.2,21.3,5.72287130478036,9.225,77.4,47.5816532258064,18.1,14.2900693076015,85.5,62,57.75,42.75,248,17.238,47.8,3.766,18.3,1,"yes",""
"42","UNB","UNB",131,"schaaps","11","schaaps 131",2021-06-23,"APP","camera",3,4,"early",0.72,"5:59","6:59",3592.895,18,9,9,14,7,7,18,16,2,3558.663,2865.132,693.531,2840.532,2433.104,407.428,3,2,3,2,16.8,10.5,36.7,42.4,3,5,"mostly",19.2,18.225,17,18.35,0.910585891976515,0.624999999999996,40.4,37.775,36.1,1.84639287982451,7.5,2.25,3.25,11,24,36.4,21.9233009708738,10.4,21.6,6.93761445044466,10.8,81.1,45.9404530744337,18,18.4090484824128,27.75,17.25,14.75,17.5,77.25,40.6,22.4471726190476,10.4,21.05,7.04375241116344,10.225,84,47.5782738095238,12,20.226099869792,31.5,19.9139489194499,11.6,19.3,5.35509746168614,9.3,84.3,58.586836935167,27,15.0690184988483,40.6,23.2057291666667,10.4,22.05,7.20104474228808,10.825,81.1,44.4578125,12,19.5645751226103,31.5,19.5937190082645,11.6,18.8,5.15512606269114,8.7,84.3,59.8109090909091,27,14.9673202510232,40.6,21.9251302083333,10.4,20.9,6.90284647246322,10.35,84,49.1399739583333,12,19.9644038769906,31.5,20.2958837772397,11.6,19.5,5.49887963046501,9.6,84.3,58.2416464891041,27,15.3438615284055,40.6,21.3553767993226,10.4,20.2,6.49105240463874,9.8,84.3,52.3228619813717,12,18.9771580520984,128.25,57.75,58,51.25,295.25,4.085,9.5,4.085,9.5,0,"no","Sexing not reliable. Use total visitation rate. "
"43","UNB","UNB",131,"schaaps","11","schaaps 131",2021-07-02,"SAM","camera",12,4,"late",0.71,"6:15","7:15",3602.706,25,11,6,24,10,6,2,2,0,132.384,87.091,18.775,0,0,0,2,2,1,1,13.9,13.3,31.5,83.5,0,0," mostly",17.1,15.575,14.1,15.55,1.30479883506999,1.575,83.2,80.7,76.7,2.87634026730728,12.25,5.5,3.5,2.75,24,31.5,20.6537084398977,11.6,19.8,5.43194542351131,8.65,84.3,57.3662404092072,27,15.3044986157834,43.5,21,21.5,11.75,97.75,40.6,22.4471726190476,10.4,21.05,7.04375241116344,10.225,84,47.5782738095238,12,20.226099869792,31.5,19.9139489194499,11.6,19.3,5.35509746168614,9.3,84.3,58.586836935167,27,15.0690184988483,40.6,23.2057291666667,10.4,22.05,7.20104474228808,10.825,81.1,44.4578125,12,19.5645751226103,31.5,19.5937190082645,11.6,18.8,5.15512606269114,8.7,84.3,59.8109090909091,27,14.9673202510232,40.6,21.9251302083333,10.4,20.9,6.90284647246322,10.35,84,49.1399739583333,12,19.9644038769906,31.5,20.2958837772397,11.6,19.5,5.49887963046501,9.6,84.3,58.2416464891041,27,15.3438615284055,40.6,21.3553767993226,10.4,20.2,6.49105240463874,9.8,84.3,52.3228619813717,12,18.9771580520984,128.25,57.75,58,51.25,295.25,21.3475,52.625,6.35,22,0,"no","Sexing not reliable. Use total visitation rate. "
"44","2850-57611","2850-57606",71,"schaaps","11","schaaps 71",2021-06-23,"APP","person",3,4,"early",4.22,"5:57","6:57",3604.924,16,9,6,6,3,3,16,15,1,3232.823,2794.447,239.713,2453.169,2288.478,0,2,1,2,1,18.3,13,37.2,36.8,3,5,"mostly",18.6,18.35,18.2,18.3,0.191485421551268,0.25,36.9,35.075,33.2,1.5305227865014,7.25,0.5,4,12.25,24,37.1,23.8203883495146,13,23,6.32940508103754,9.6,66.6,38.0919093851133,20.5,11.5222384884175,20,18.25,16.5,22.5,77.25,37.1,24.4352678571429,13,23.05,6.34444194506621,10.15,76.5,38.9010416666667,14.9,13.2629707213707,35.6,22.248431372549,14.2,21.3,5.38615224826127,9.9,80.1,47.8254901960784,29.5,11.2533119881331,37.1,24.9451388888889,13,23.95,6.35679251754461,10.125,66.6,36.93125,14.9,12.508159250109,35.6,22.1102310231023,14.2,21.2,5.38649927986579,9.875,80.1,48.2839933993399,28.8,11.322666124135,37.1,24.007421875,13,22.9,6.30061023257943,10.125,76.5,40.0424479166667,14.9,13.3100336718844,35.6,22.5350241545894,14.2,21.5,5.41962672824496,9.575,80.1,47.7775362318841,29.5,11.3933480749,37.1,23.4917089678511,13,22.7,6.04541650771953,9.8,80.1,42.7516920473773,14.9,13.1938157971323,84,71.5,60.75,79.25,295.5,3.61,8.75,3.61,8.75,0,"no",""
