"","ymd_hms","temp_c","humid_perc","site","nest","Timestamp.for.sample.frequency.every.1.min.min","time","date","obs_date","obs_start_time","obs_end_time","HD","filter_last_day"
"6193",2021-06-29 23:30:00,18.9,54.2,"grizz","123",NA,23H 30M 0S,2021-06-29,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6194",2021-06-29 23:45:00,18.5,54.8,"grizz","123",NA,23H 45M 0S,2021-06-29,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6195",2021-06-30 00:00:00,18.2,55.5,"grizz","123",NA,0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6196",2021-06-30 00:15:00,17.9,56.1,"grizz","123",NA,15M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6197",2021-06-30 00:30:00,17.7,56.5,"grizz","123",NA,30M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6198",2021-06-30 00:45:00,17.4,57.2,"grizz","123",NA,45M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6199",2021-06-30 01:00:00,17.1,57.6,"grizz","123",NA,1H 0M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6200",2021-06-30 01:15:00,16.9,58,"grizz","123",NA,1H 15M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6201",2021-06-30 01:30:00,16.7,58.4,"grizz","123",NA,1H 30M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6202",2021-06-30 01:45:00,16.5,59.2,"grizz","123",NA,1H 45M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6203",2021-06-30 02:00:00,16.3,59.1,"grizz","123",NA,2H 0M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6204",2021-06-30 02:15:00,16.1,59.7,"grizz","123",NA,2H 15M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6205",2021-06-30 02:30:00,15.9,60,"grizz","123",NA,2H 30M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6206",2021-06-30 02:45:00,15.7,60.5,"grizz","123",NA,2H 45M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6207",2021-06-30 03:00:00,15.5,60.6,"grizz","123",NA,3H 0M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6208",2021-06-30 03:15:00,15.3,60.9,"grizz","123",NA,3H 15M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6209",2021-06-30 03:30:00,15.1,61.2,"grizz","123",NA,3H 30M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6210",2021-06-30 03:45:00,14.9,61.9,"grizz","123",NA,3H 45M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6211",2021-06-30 04:00:00,14.7,62.4,"grizz","123",NA,4H 0M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6212",2021-06-30 04:15:00,14.6,62.3,"grizz","123",NA,4H 15M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6213",2021-06-30 04:30:00,14.5,62.7,"grizz","123",NA,4H 30M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6214",2021-06-30 04:45:00,14.3,63.2,"grizz","123",NA,4H 45M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6215",2021-06-30 05:00:00,14.2,63.4,"grizz","123",NA,5H 0M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6216",2021-06-30 05:15:00,14.1,63.8,"grizz","123",NA,5H 15M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6217",2021-06-30 05:30:00,13.9,63.9,"grizz","123",NA,5H 30M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6218",2021-06-30 05:45:00,13.8,64,"grizz","123",NA,5H 45M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6219",2021-06-30 06:00:00,13.7,64.3,"grizz","123",NA,6H 0M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6220",2021-06-30 06:15:00,13.9,64.9,"grizz","123",NA,6H 15M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6221",2021-06-30 06:30:00,14.5,66.6,"grizz","123",NA,6H 30M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6222",2021-06-30 06:45:00,15.4,67.5,"grizz","123",NA,6H 45M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6223",2021-06-30 07:00:00,16.3,67.7,"grizz","123",NA,7H 0M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6224",2021-06-30 07:15:00,17.3,66.4,"grizz","123",NA,7H 15M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6225",2021-06-30 07:30:00,18.4,66.1,"grizz","123",NA,7H 30M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6226",2021-06-30 07:45:00,19.4,63.2,"grizz","123",NA,7H 45M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6227",2021-06-30 08:00:00,20.4,60,"grizz","123",NA,8H 0M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6228",2021-06-30 08:15:00,21.4,57.9,"grizz","123",NA,8H 15M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6229",2021-06-30 08:30:00,22.3,55.6,"grizz","123",NA,8H 30M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6230",2021-06-30 08:45:00,22.8,51.9,"grizz","123",NA,8H 45M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6231",2021-06-30 09:00:00,23.3,50.4,"grizz","123",NA,9H 0M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6232",2021-06-30 09:15:00,23.8,50.2,"grizz","123",NA,9H 15M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6233",2021-06-30 09:30:00,24.3,49.6,"grizz","123",NA,9H 30M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6234",2021-06-30 09:45:00,24.7,48.7,"grizz","123",NA,9H 45M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6235",2021-06-30 10:00:00,25.2,47.9,"grizz","123",NA,10H 0M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6236",2021-06-30 10:15:00,25.7,46.9,"grizz","123",NA,10H 15M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6237",2021-06-30 10:30:00,26.1,46.7,"grizz","123",NA,10H 30M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6238",2021-06-30 10:45:00,26.4,45.1,"grizz","123",NA,10H 45M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6239",2021-06-30 11:00:00,26.7,44.3,"grizz","123",NA,11H 0M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6240",2021-06-30 11:15:00,26.7,44.3,"grizz","123",NA,11H 15M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6241",2021-06-30 11:30:00,27.2,43.7,"grizz","123",NA,11H 30M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6242",2021-06-30 11:45:00,27.6,41.8,"grizz","123",NA,11H 45M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6243",2021-06-30 12:00:00,28.2,41.6,"grizz","123",NA,12H 0M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6244",2021-06-30 12:15:00,28.9,40.6,"grizz","123",NA,12H 15M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6245",2021-06-30 12:30:00,29.4,38.7,"grizz","123",NA,12H 30M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6246",2021-06-30 12:45:00,29.9,37.6,"grizz","123",NA,12H 45M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6247",2021-06-30 13:00:00,30.4,36.8,"grizz","123",NA,13H 0M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6248",2021-06-30 13:15:00,31,36,"grizz","123",NA,13H 15M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6249",2021-06-30 13:30:00,30.6,35.2,"grizz","123",NA,13H 30M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6250",2021-06-30 13:45:00,29.6,36.1,"grizz","123",NA,13H 45M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6251",2021-06-30 14:00:00,29.2,38.1,"grizz","123",NA,14H 0M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6252",2021-06-30 14:15:00,29.5,38.6,"grizz","123",NA,14H 15M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6253",2021-06-30 14:30:00,30.1,37.3,"grizz","123",NA,14H 30M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6254",2021-06-30 14:45:00,30.7,34.7,"grizz","123",NA,14H 45M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6255",2021-06-30 15:00:00,30.8,33.5,"grizz","123",NA,15H 0M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6256",2021-06-30 15:15:00,31.2,32.7,"grizz","123",NA,15H 15M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6257",2021-06-30 15:30:00,31,32.1,"grizz","123",NA,15H 30M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6258",2021-06-30 15:45:00,30.4,33.6,"grizz","123",NA,15H 45M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6259",2021-06-30 16:00:00,30,34.7,"grizz","123",NA,16H 0M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6260",2021-06-30 16:15:00,30.6,33.6,"grizz","123",NA,16H 15M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6261",2021-06-30 16:30:00,31.2,31.7,"grizz","123",NA,16H 30M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6262",2021-06-30 16:45:00,31.2,31.7,"grizz","123",NA,16H 45M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6263",2021-06-30 17:00:00,30.5,33.5,"grizz","123",NA,17H 0M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6264",2021-06-30 17:15:00,30.1,34.5,"grizz","123",NA,17H 15M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6265",2021-06-30 17:30:00,29.9,35.6,"grizz","123",NA,17H 30M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6266",2021-06-30 17:45:00,29.9,36.6,"grizz","123",NA,17H 45M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6267",2021-06-30 18:00:00,30.7,36,"grizz","123",NA,18H 0M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6268",2021-06-30 18:15:00,30.7,34.6,"grizz","123",NA,18H 15M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6269",2021-06-30 18:30:00,30.1,35.3,"grizz","123",NA,18H 30M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6270",2021-06-30 18:45:00,29.5,36,"grizz","123",NA,18H 45M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6271",2021-06-30 19:00:00,28.9,37.1,"grizz","123",NA,19H 0M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6272",2021-06-30 19:15:00,28.2,39.1,"grizz","123",NA,19H 15M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6273",2021-06-30 19:30:00,27.6,42.2,"grizz","123",NA,19H 30M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6274",2021-06-30 19:45:00,26.8,44,"grizz","123",NA,19H 45M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6275",2021-06-30 20:00:00,26.1,45.1,"grizz","123",NA,20H 0M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6276",2021-06-30 20:15:00,25.5,46.1,"grizz","123",NA,20H 15M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6277",2021-06-30 20:30:00,25,47.1,"grizz","123",NA,20H 30M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6278",2021-06-30 20:45:00,24.5,47.8,"grizz","123",NA,20H 45M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6279",2021-06-30 21:00:00,24.1,47.9,"grizz","123",NA,21H 0M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6280",2021-06-30 21:15:00,23.6,48.4,"grizz","123",NA,21H 15M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6281",2021-06-30 21:30:00,23.2,48.5,"grizz","123",NA,21H 30M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6282",2021-06-30 21:45:00,22.8,48.8,"grizz","123",NA,21H 45M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6283",2021-06-30 22:00:00,22.5,48.3,"grizz","123",NA,22H 0M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6284",2021-06-30 22:15:00,22.2,49.9,"grizz","123",NA,22H 15M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6285",2021-06-30 22:30:00,21.8,51.9,"grizz","123",NA,22H 30M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6286",2021-06-30 22:45:00,21.5,52.7,"grizz","123",NA,22H 45M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6287",2021-06-30 23:00:00,21.2,53,"grizz","123",NA,23H 0M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6288",2021-06-30 23:15:00,21.1,53.4,"grizz","123",NA,23H 15M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6289",2021-06-30 23:30:00,21,53.9,"grizz","123",NA,23H 30M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6290",2021-06-30 23:45:00,20.8,54.5,"grizz","123",NA,23H 45M 0S,2021-06-30,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6291",2021-07-01 00:00:00,20.7,55.1,"grizz","123",NA,0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6292",2021-07-01 00:15:00,20.6,55.9,"grizz","123",NA,15M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6293",2021-07-01 00:30:00,20.5,56.4,"grizz","123",NA,30M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6294",2021-07-01 00:45:00,20.4,56.8,"grizz","123",NA,45M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6295",2021-07-01 01:00:00,20.2,57.7,"grizz","123",NA,1H 0M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6296",2021-07-01 01:15:00,20.2,58.8,"grizz","123",NA,1H 15M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6297",2021-07-01 01:30:00,20.1,59.3,"grizz","123",NA,1H 30M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6298",2021-07-01 01:45:00,20,60.6,"grizz","123",NA,1H 45M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6299",2021-07-01 02:00:00,19.9,61.3,"grizz","123",NA,2H 0M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6300",2021-07-01 02:15:00,19.7,61.9,"grizz","123",NA,2H 15M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6301",2021-07-01 02:30:00,19.7,62.6,"grizz","123",NA,2H 30M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6302",2021-07-01 02:45:00,19.6,63,"grizz","123",NA,2H 45M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6303",2021-07-01 03:00:00,19.5,63.9,"grizz","123",NA,3H 0M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6304",2021-07-01 03:15:00,19.4,65.3,"grizz","123",NA,3H 15M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6305",2021-07-01 03:30:00,19.2,65.6,"grizz","123",NA,3H 30M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6306",2021-07-01 03:45:00,19.1,66,"grizz","123",NA,3H 45M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6307",2021-07-01 04:00:00,18.9,66.4,"grizz","123",NA,4H 0M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6308",2021-07-01 04:15:00,18.8,66.6,"grizz","123",NA,4H 15M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6309",2021-07-01 04:30:00,18.7,67,"grizz","123",NA,4H 30M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6310",2021-07-01 04:45:00,18.6,67.5,"grizz","123",NA,4H 45M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6311",2021-07-01 05:00:00,18.5,67.8,"grizz","123",NA,5H 0M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6312",2021-07-01 05:15:00,18.5,68.5,"grizz","123",NA,5H 15M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6313",2021-07-01 05:30:00,18.4,69.2,"grizz","123",NA,5H 30M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6314",2021-07-01 05:45:00,18.4,70.4,"grizz","123",NA,5H 45M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6315",2021-07-01 06:00:00,18.5,71.1,"grizz","123",NA,6H 0M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6316",2021-07-01 06:15:00,18.6,71.9,"grizz","123",NA,6H 15M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6317",2021-07-01 06:30:00,18.5,71.8,"grizz","123",NA,6H 30M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6318",2021-07-01 06:45:00,18.6,72.4,"grizz","123",NA,6H 45M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6319",2021-07-01 07:00:00,18.6,72.2,"grizz","123",NA,7H 0M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6320",2021-07-01 07:15:00,18.7,72.6,"grizz","123",NA,7H 15M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6321",2021-07-01 07:30:00,19,72.7,"grizz","123",NA,7H 30M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6322",2021-07-01 07:45:00,19.3,73.4,"grizz","123",NA,7H 45M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6323",2021-07-01 08:00:00,20,73.8,"grizz","123",NA,8H 0M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6324",2021-07-01 08:15:00,20.2,70.9,"grizz","123",NA,8H 15M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6325",2021-07-01 08:30:00,20.3,70.3,"grizz","123",NA,8H 30M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6326",2021-07-01 08:45:00,21,69.4,"grizz","123",NA,8H 45M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6327",2021-07-01 09:00:00,21.7,67.4,"grizz","123",NA,9H 0M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6328",2021-07-01 09:15:00,22.3,66.1,"grizz","123",NA,9H 15M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6329",2021-07-01 09:30:00,22.8,64.2,"grizz","123",NA,9H 30M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6330",2021-07-01 09:45:00,23.3,62.7,"grizz","123",NA,9H 45M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6331",2021-07-01 10:00:00,23.7,61.4,"grizz","123",NA,10H 0M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6332",2021-07-01 10:15:00,24.4,59.4,"grizz","123",NA,10H 15M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6333",2021-07-01 10:30:00,25.4,57,"grizz","123",NA,10H 30M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6334",2021-07-01 10:45:00,25.6,55.3,"grizz","123",NA,10H 45M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6335",2021-07-01 11:00:00,26.2,54.5,"grizz","123",NA,11H 0M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6336",2021-07-01 11:15:00,25.8,52.9,"grizz","123",NA,11H 15M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6337",2021-07-01 11:30:00,25.5,53.4,"grizz","123",NA,11H 30M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6338",2021-07-01 11:45:00,26.6,54.4,"grizz","123",NA,11H 45M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6339",2021-07-01 12:00:00,27.7,51.1,"grizz","123",NA,12H 0M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6340",2021-07-01 12:15:00,28.6,48.4,"grizz","123",NA,12H 15M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6341",2021-07-01 12:30:00,29.7,46.8,"grizz","123",NA,12H 30M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6342",2021-07-01 12:45:00,30.5,44.4,"grizz","123",NA,12H 45M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6343",2021-07-01 13:00:00,31.3,42.9,"grizz","123",NA,13H 0M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6344",2021-07-01 13:15:00,31.9,42.1,"grizz","123",NA,13H 15M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6345",2021-07-01 13:30:00,32.2,40.2,"grizz","123",NA,13H 30M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6346",2021-07-01 13:45:00,31.6,39.8,"grizz","123",NA,13H 45M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6347",2021-07-01 14:00:00,31.8,39,"grizz","123",NA,14H 0M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6348",2021-07-01 14:15:00,31,38.9,"grizz","123",NA,14H 15M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6349",2021-07-01 14:30:00,30.3,40.2,"grizz","123",NA,14H 30M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6350",2021-07-01 14:45:00,29.5,41.1,"grizz","123",NA,14H 45M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6351",2021-07-01 15:00:00,27.7,43.5,"grizz","123",NA,15H 0M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
"6352",2021-07-01 15:15:00,25.7,47.3,"grizz","123",NA,15H 15M 0S,2021-07-01,2021-07-05,5H 45M 0S,6H 45M 0S,2021-06-23,"N"
