Timestamp for sample frequency every 15 min min, Temperature_Celsius,Relative_Humidity
2021-06-06 00:00:00,22.4,38.1
2021-06-06 00:15:00,22.3,37.3
2021-06-06 00:30:00,22.3,36.6
2021-06-06 00:45:00,22.2,36.4
2021-06-06 01:00:00,22,37
2021-06-06 01:15:00,21.9,37.5
2021-06-06 01:30:00,21.6,38.9
2021-06-06 01:45:00,21.5,37.6
2021-06-06 02:00:00,21.4,37
2021-06-06 02:15:00,21.2,37.5
2021-06-06 02:30:00,21,39
2021-06-06 02:45:00,20.7,40.3
2021-06-06 03:00:00,20.4,41.4
2021-06-06 03:15:00,20,41.9
2021-06-06 03:30:00,19.7,42.5
2021-06-06 03:45:00,19.4,43.1
2021-06-06 04:00:00,19.2,43.8
2021-06-06 04:15:00,18.8,45.2
2021-06-06 04:30:00,18.6,45.3
2021-06-06 04:45:00,18.3,46.1
2021-06-06 05:00:00,18,46.5
2021-06-06 05:15:00,17.7,46.6
2021-06-06 05:30:00,17.5,48.1
2021-06-06 05:45:00,17.4,49
2021-06-06 06:00:00,17.2,50.8
2021-06-06 06:15:00,17.2,52.9
2021-06-06 06:30:00,17.1,53.1
2021-06-06 06:45:00,17.2,52.8
2021-06-06 07:00:00,17.3,54
2021-06-06 07:15:00,17.3,54.5
2021-06-06 07:30:00,17.5,55.7
2021-06-06 07:45:00,17.9,56.7
2021-06-06 08:00:00,18.7,61.7
2021-06-06 08:15:00,19,62.2
2021-06-06 08:30:00,19.3,61.4
2021-06-06 08:45:00,19.9,61.3
2021-06-06 09:00:00,20.7,62
2021-06-06 09:15:00,21.2,64.7
2021-06-06 09:30:00,21.7,65.4
2021-06-06 09:45:00,22.2,67.6
2021-06-06 10:00:00,22.5,65.5
2021-06-06 10:15:00,22.8,64.4
2021-06-06 10:30:00,23,64.2
2021-06-06 10:45:00,23.4,64.9
2021-06-06 11:00:00,23.7,65.3
2021-06-06 11:15:00,24,63.6
2021-06-06 11:30:00,24.1,65.1
2021-06-06 11:45:00,24.2,63.2
2021-06-06 12:00:00,24.5,61
2021-06-06 12:15:00,24.6,56.3
2021-06-06 12:30:00,24.6,52.6
2021-06-06 12:45:00,24.5,48.6
2021-06-06 13:00:00,24.5,49.7
2021-06-06 13:15:00,24.6,47.8
2021-06-06 13:30:00,25,47.7
2021-06-06 13:45:00,25.6,46.1
2021-06-06 14:00:00,25.9,43.8
2021-06-06 14:15:00,26.2,39.4
2021-06-06 14:30:00,26.3,42.4
2021-06-06 14:45:00,26.3,42.5
2021-06-06 15:00:00,26.4,42.6
2021-06-06 15:15:00,26.4,41.3
2021-06-06 15:30:00,26.5,42.5
2021-06-06 15:45:00,26.5,42.9
2021-06-06 16:00:00,26.4,43.5
2021-06-06 16:15:00,26.2,40.5
2021-06-06 16:30:00,26.1,40.3
2021-06-06 16:45:00,25.9,39.2
2021-06-06 17:00:00,25.5,35.8
2021-06-06 17:15:00,25.1,34.7
