Timestamp for sample frequency every 15 min min, Temperature_Celsius,Relative_Humidity
2021-06-12 04:17:00,24.7,33.1
2021-06-12 04:32:00,17.2,34.5
2021-06-12 04:47:00,14.5,39.1
2021-06-12 05:02:00,13.9,40.9
2021-06-12 05:17:00,11.8,43.6
2021-06-12 05:32:00,11,45.7
2021-06-12 05:47:00,10.6,46.7
2021-06-12 06:02:00,10.7,48
2021-06-12 06:17:00,11.2,48.9
2021-06-12 06:32:00,12,50.2
2021-06-12 06:47:00,13.1,50.7
2021-06-12 07:02:00,14.3,51.4
2021-06-12 07:17:00,15.6,52
2021-06-12 07:32:00,17,51.7
2021-06-12 07:47:00,18.4,49.2
2021-06-12 08:02:00,19.6,47.3
2021-06-12 08:17:00,20.6,43.3
2021-06-12 08:32:00,21.6,40.4
2021-06-12 08:47:00,22.7,38.1
2021-06-12 09:02:00,23.7,35.9
2021-06-12 09:17:00,24.6,34.6
2021-06-12 09:32:00,25.6,33
2021-06-12 09:47:00,26.3,31.3
2021-06-12 10:02:00,27,30.1
2021-06-12 10:17:00,27.7,29.5
2021-06-12 10:32:00,28.4,28.8
2021-06-12 10:47:00,29.1,28.9
2021-06-12 11:02:00,29.7,28.7
2021-06-12 11:17:00,30.3,28.2
2021-06-12 11:32:00,30.9,27.5
2021-06-12 11:47:00,31.4,27.1
2021-06-12 12:02:00,31.7,26.5
2021-06-12 12:17:00,32.1,26.3
2021-06-12 12:32:00,32.2,25.9
2021-06-12 12:47:00,32.3,25.6
2021-06-12 13:02:00,32.8,24.8
2021-06-12 13:17:00,33.3,23.7
2021-06-12 13:32:00,33.7,23.4
2021-06-12 13:47:00,33.7,23
2021-06-12 14:02:00,33.8,22.3
2021-06-12 14:17:00,33.8,22.1
2021-06-12 14:32:00,34,22.1
2021-06-12 14:47:00,34.2,21.8
2021-06-12 15:02:00,34.3,21.6
2021-06-12 15:17:00,34.4,20.9
2021-06-12 15:32:00,34.6,21
2021-06-12 15:47:00,34.8,20.8
2021-06-12 16:02:00,34.9,20.9
2021-06-12 16:17:00,34.8,20.7
